payment_id,debt_id,customer_id,monto_pago,fecha_pago
1768,2413,1535,23.13,2025-01-17
1769,3774,719,872.4,2023-04-12
1770,716,929,1311.38,2023-10-21
1771,583,1219,1397.25,2023-01-26
1772,1474,1957,256.62,2025-03-19
1773,528,147,531.05,2024-10-10
1774,900,1027,775.04,2025-10-13
1775,3922,801,44.26,2023-06-25
1776,1719,1398,1462.46,2025-01-26
1777,4156,1530,387.66,2024-12-26
1778,2596,1627,762.72,2025-08-26
1779,1796,1478,1118.45,2024-12-06
1780,1646,119,92.2,2023-01-22
1781,2203,216,775.59,2025-02-05
1782,3120,1938,334.66,2025-10-09
1783,3616,1355,1197.71,2023-08-21
1784,2416,1083,1481.35,2025-09-20
1785,1433,1072,767.8,2024-08-15
1786,363,841,1301.72,2023-04-07
1787,4375,9,1344.86,2025-09-22
1788,3819,1205,1442.48,2025-08-24
1789,1820,681,359.26,2022-11-27
1790,1475,223,1255.12,2024-08-03
1791,1158,80,912.39,2025-06-19
1792,1834,1217,1218.44,2023-11-28
1793,1771,411,838.46,2025-03-07
1794,766,1608,321.46,2024-08-08
1795,85,1480,647.81,2023-08-06
1796,168,1282,310.78,2024-04-10
1797,2167,866,1004.81,2025-04-15
1798,2760,1532,715.35,2025-03-10
1799,560,141,835.51,2025-03-13
1800,3418,1222,213.31,2025-05-09
1801,808,1448,583.21,2023-04-15
1802,3676,927,597.27,2022-12-19
1803,1395,1845,539.88,2025-08-28
1804,2095,1372,561.66,2023-02-27
1805,3162,1179,779.6,2025-11-10
1806,3665,1181,1353.8,2023-05-06
1807,3648,819,682.39,2025-10-18
1808,2118,1546,335.18,2024-08-01
1809,346,775,283.97,2023-02-24
1810,4150,1749,93.35,2025-02-23
1811,1706,1155,89.12,2024-11-25
1812,1247,1708,379.32,2024-01-25
1813,1103,364,71.73,2024-01-07
1814,3109,595,412.01,2023-02-14
1815,960,492,1021.9,2025-08-16
1816,3011,383,455.0,2025-08-27
1817,784,1381,1140.42,2025-03-01
1818,2385,1583,568.63,2024-08-15
1819,2106,1583,500.57,2024-06-16
1820,770,1991,286.87,2025-08-07
1821,516,1097,557.97,2025-07-31
1822,4112,984,543.0,2025-09-05
1823,1164,1256,766.71,2023-10-06
1824,1341,1193,98.97,2024-12-25
1825,2700,1074,683.04,2023-08-14
1826,620,1633,1489.81,2023-11-22
1827,3054,1786,78.61,2023-11-08
1828,1914,1122,832.05,2024-01-26
1829,2404,1904,387.34,2025-07-20
1830,1307,376,1283.61,2023-11-18
1831,2009,1661,45.78,2023-02-10
1832,1212,1674,1447.0,2023-01-08
1833,4497,1916,751.95,2023-06-17
1834,2413,1997,519.68,2025-08-31
1835,2879,1358,56.7,2025-07-28
1836,1809,734,1417.28,2023-10-07
1837,1684,1320,264.1,2023-08-21
1838,3494,1529,197.62,2024-03-15
1839,812,1932,489.88,2024-09-16
1840,3628,1126,1327.15,2023-05-13
1841,3103,684,215.86,2023-09-16
1842,2337,258,973.82,2023-01-10
1843,1847,207,1486.63,2025-08-31
1844,1524,1272,966.99,2024-11-27
1845,594,1193,250.38,2025-09-07
1846,2003,1221,1380.96,2025-10-22
1847,633,876,987.98,2023-04-28
1848,3673,7,928.91,2023-12-29
1849,1355,961,570.59,2023-03-02
1850,4356,1908,1043.95,2023-03-13
1851,2586,316,1344.21,2025-08-09
1852,822,261,215.87,2025-05-21
1853,601,1628,561.75,2024-08-05
1854,1272,848,560.35,2023-06-05
1855,3050,438,1051.02,2024-03-24
1856,3349,1148,1084.48,2024-08-22
1857,759,1541,743.39,2024-05-27
1858,2738,1599,596.32,2023-07-16
1859,3417,387,1045.5,2024-02-17
1860,845,1944,1066.0,2024-11-09
1861,154,1739,238.54,2023-09-18
1862,384,546,444.43,2023-07-02
1863,4389,1466,497.0,2024-11-01
1864,865,25,352.33,2025-09-12
1865,292,1830,175.47,2025-07-26
1866,1406,1825,1120.57,2024-12-23
1867,3629,817,1372.31,2025-10-31
1868,1511,1920,1212.15,2024-04-22
1869,1498,460,531.21,2023-02-13
1870,4058,1797,996.1,2023-08-15
1871,1136,1737,678.87,2025-05-11
1872,175,957,1495.38,2025-04-20
1873,2263,428,559.21,2024-12-09
1874,4336,1525,376.71,2024-01-07
1875,3134,791,706.34,2025-05-18
1876,600,1055,1319.47,2025-08-08
1877,3778,1875,454.61,2025-10-11
1878,194,1113,933.32,2025-05-29
1879,1930,924,440.41,2023-05-19
1880,663,931,1343.99,2023-05-21
1881,3931,1126,658.02,2023-06-25
1882,3352,1058,224.55,2023-01-14
1883,3362,1845,459.26,2023-10-08
1884,3876,1161,195.08,2024-07-19
1885,1672,1567,322.18,2023-01-23
1886,2916,1376,818.1,2022-12-13
1887,1730,740,897.12,2023-12-03
1888,1690,119,1478.56,2023-04-06
1889,2121,890,32.19,2025-11-04
1890,264,1795,54.1,2024-05-13
1891,2734,1301,1081.56,2024-11-11
1892,635,778,1060.78,2023-12-26
1893,3812,452,461.06,2024-02-24
1894,525,1555,1211.47,2025-09-20
1895,1185,280,296.57,2024-01-24
1896,130,476,597.01,2024-09-03
1897,3767,366,177.74,2024-07-04
1898,2253,911,1230.95,2024-05-20
1899,804,530,571.96,2024-11-14
1900,1875,542,1080.68,2025-05-06
1901,3488,528,184.85,2024-06-26
1902,3751,1638,863.89,2023-12-24
1903,2718,782,1358.45,2024-06-26
1904,1782,1293,661.99,2025-01-27
1905,120,708,255.88,2025-04-05
1906,1403,81,1091.97,2025-05-01
1907,1915,1464,1049.08,2023-04-06
1908,3123,1473,308.41,2025-01-02
1909,1466,164,974.03,2024-11-13
1910,427,1911,896.56,2022-11-22
1911,229,599,1383.31,2025-04-05
1912,1015,365,1329.95,2024-01-31
1913,147,464,1463.24,2024-12-18
1914,70,1816,119.43,2025-07-07
1915,1400,579,552.49,2023-08-18
1916,1641,1197,543.54,2025-05-16
1917,1768,501,1198.54,2024-09-06
1918,541,1005,784.76,2023-07-08
1919,245,535,1448.94,2024-12-22
1920,4193,1276,464.6,2023-12-02
1921,2600,775,430.46,2024-11-23
1922,461,1534,185.52,2023-01-19
1923,2572,1104,449.36,2025-10-16
1924,1485,320,570.6,2024-01-04
1925,4124,789,1218.99,2023-12-02
1926,2630,1912,1367.93,2024-01-25
1927,1049,514,293.44,2025-09-26
1928,4161,1424,683.41,2025-05-16
1929,1594,1420,1222.56,2023-01-14
1930,3648,780,509.16,2025-08-19
1931,1962,1062,496.58,2022-12-04
1932,3787,817,986.85,2025-07-20
1933,131,400,589.44,2025-10-13
1934,4411,1886,751.92,2023-02-05
1935,3016,1641,1276.36,2023-11-23
1936,1501,1850,1296.07,2024-03-15
1937,2665,1179,1028.26,2024-01-29
1938,3784,187,1002.43,2025-05-30
1939,2245,255,1057.89,2023-09-29
1940,463,838,1165.38,2024-10-15
1941,441,700,1058.72,2023-05-30
1942,904,649,819.75,2023-03-01
1943,3136,720,81.55,2024-01-02
1944,2295,1974,471.46,2023-10-23
1945,3793,886,1064.02,2025-08-13
1946,3750,430,1400.76,2023-12-16
1947,3053,1288,1232.51,2023-12-14
1948,200,77,1395.06,2025-04-03
1949,1301,1999,602.24,2024-09-23
1950,4003,144,1353.12,2023-12-06
1951,1592,495,414.95,2024-03-02
1952,750,1586,35.08,2024-01-23
1953,414,1348,632.84,2025-01-11
1954,1155,1075,1125.28,2022-12-25
1955,4062,135,1240.97,2023-10-04
1956,3173,37,772.45,2023-12-08
1957,1165,1121,448.36,2024-11-12
1958,2958,31,467.35,2023-02-20
1959,1642,1313,581.74,2025-05-25
1960,2401,103,190.21,2024-04-16
1961,2242,288,906.72,2024-06-26
1962,3890,1410,190.54,2023-01-15
1963,1188,1542,1291.13,2025-09-06
1964,2791,388,870.19,2025-05-13
1965,101,1785,1348.52,2023-02-06
1966,4425,1842,959.37,2023-09-12
1967,681,461,1177.57,2024-07-04
1968,953,1820,1228.96,2025-04-08
1969,3015,1148,109.77,2025-08-23
1970,2883,981,1314.98,2023-07-07
1971,4399,1044,372.03,2024-11-27
1972,2482,656,291.82,2025-06-26
1973,522,1291,888.4,2023-10-25
1974,3715,710,648.79,2024-04-24
1975,1313,1773,474.48,2024-06-24
1976,4420,1406,1418.49,2023-05-16
1977,3130,594,294.94,2023-08-18
1978,2471,1521,632.89,2024-10-14
1979,1757,500,1394.56,2025-04-28
1980,819,521,531.58,2022-11-18
1981,3106,430,709.53,2025-08-30
1982,3868,1892,649.46,2024-07-17
1983,1421,1894,1446.33,2023-06-18
1984,1219,1455,958.45,2024-05-03
1985,4363,766,1094.37,2023-07-04
1986,3144,1782,679.23,2025-04-23
1987,3620,1706,1107.31,2023-09-06
1988,4008,1316,14.88,2022-11-20
1989,1722,1047,409.2,2025-10-04
1990,3275,1106,482.57,2024-04-28
1991,1977,756,981.13,2024-10-08
1992,3496,1653,1264.53,2023-07-02
1993,1991,1102,488.42,2022-12-22
1994,2394,953,523.54,2023-11-03
1995,1834,751,1324.4,2023-09-29
1996,1693,965,1451.25,2024-04-05
1997,258,1728,659.73,2024-01-13
1998,738,1630,277.51,2025-03-20
1999,1457,954,929.77,2023-11-28
2000,1205,632,1376.77,2024-11-27
2001,2053,1622,536.35,2024-06-05
2002,69,738,421.41,2024-08-12
2003,11,953,880.06,2023-02-14
2004,1516,257,1353.11,2023-10-03
2005,2988,1212,954.73,2024-06-08
2006,2648,1626,1149.95,2025-05-09
2007,3208,70,1007.24,2025-02-03
2008,535,1919,241.83,2024-12-21
2009,378,1725,786.09,2023-07-22
2010,1021,806,1228.35,2024-07-25
2011,2021,957,735.8,2023-12-09
2012,4042,1735,262.64,2024-12-22
2013,265,1162,33.55,2024-12-22
2014,1882,1855,58.51,2023-03-19
2015,3586,1570,1444.58,2024-08-28
2016,1711,543,122.67,2022-12-11
2017,3081,1244,475.98,2024-09-05
2018,2563,1696,1177.4,2024-10-27
2019,1370,1130,645.03,2025-06-28
2020,2646,180,1049.55,2024-12-28
2021,1878,312,835.77,2024-05-15
2022,1010,11,1001.97,2023-08-01
2023,4139,1671,964.77,2023-01-10
2024,1506,44,234.86,2024-12-18
2025,1075,68,1029.06,2023-07-09
2026,411,973,391.67,2025-11-06
2027,674,1929,571.5,2024-07-01
2028,606,167,526.63,2023-06-06
2029,612,1183,828.75,2024-09-09
2030,4348,38,182.54,2024-10-24
2031,1917,1398,338.31,2024-04-27
2032,3088,1826,420.52,2023-11-30
2033,567,14,1217.91,2023-10-15
2034,2703,1042,198.29,2024-05-30
2035,3391,1784,803.79,2024-04-04
2036,1324,584,709.21,2023-05-27
2037,2637,1887,1385.6,2025-04-05
2038,908,1940,1106.67,2025-11-10
2039,2467,1658,1124.92,2025-05-22
2040,3122,1314,1401.26,2023-12-30
2041,4078,154,1151.32,2025-01-02
2042,2134,89,82.18,2024-10-08
2043,2593,1375,1363.25,2022-12-23
2044,93,79,1359.6,2024-05-12
2045,997,1244,1333.93,2023-12-02
2046,3488,1863,1267.0,2024-09-20
2047,2595,531,1035.43,2023-12-09
2048,1406,516,417.87,2024-07-17
2049,2057,326,227.08,2025-07-18
2050,2359,8,993.51,2023-09-18
2051,24,1038,322.78,2023-06-15
2052,1280,1320,1140.84,2024-06-07
2053,2939,1394,642.78,2023-02-08
2054,247,282,284.69,2024-08-15
2055,399,1029,1016.73,2025-08-22
2056,3668,440,442.43,2024-12-19
2057,2543,378,1208.72,2023-08-19
2058,2275,649,600.88,2023-07-02
2059,2287,514,469.57,2023-01-30
2060,456,1476,472.41,2025-09-09
2061,2398,177,335.36,2024-12-02
2062,3481,771,683.54,2024-02-20
2063,3441,1574,1001.0,2023-06-24
2064,882,411,1491.59,2023-08-29
2065,2695,1262,355.36,2023-09-24
2066,923,910,81.74,2024-02-07
2067,1480,378,1445.59,2023-06-03
2068,1486,289,631.44,2024-01-21
2069,1152,925,833.83,2025-07-30
2070,1972,1382,964.79,2024-10-14
2071,1738,476,1124.64,2022-12-24
2072,1570,829,319.22,2023-03-10
2073,1546,1892,1154.32,2024-02-02
2074,3464,704,788.44,2024-11-03
2075,4194,1823,185.57,2024-08-08
2076,3555,700,1098.82,2023-05-19
2077,2736,1909,19.23,2025-09-28
2078,1650,1317,123.86,2023-09-08
2079,2497,500,1192.35,2023-09-05
2080,3149,995,1112.33,2024-11-28
2081,2507,243,1321.61,2025-06-13
2082,1089,332,735.37,2023-07-09
2083,1923,91,135.99,2025-10-25
2084,2365,200,225.59,2024-07-03
2085,4072,139,180.61,2024-01-31
2086,4066,1040,1210.31,2024-06-04
2087,696,1805,87.56,2025-10-10
2088,1545,290,802.88,2024-08-13
2089,1092,1413,125.91,2025-07-09
2090,4314,1475,1137.0,2024-05-04
2091,809,1077,244.67,2023-08-06
2092,4001,1809,617.51,2024-12-10
2093,4189,1666,1480.13,2025-10-19
2094,3232,374,572.07,2023-08-15
2095,1741,257,205.27,2024-08-06
2096,647,1186,725.92,2023-06-11
2097,3488,56,1444.85,2024-09-12
2098,4068,1263,1016.91,2022-11-26
2099,610,96,719.27,2025-01-26
2100,156,451,713.82,2023-02-11
2101,2921,1889,675.23,2023-09-05
2102,3897,1196,894.67,2024-05-13
2103,1826,1581,1331.16,2025-05-06
2104,855,801,321.99,2025-10-08
2105,18,1352,134.15,2023-01-15
2106,1801,728,232.34,2024-01-15
2107,2778,673,1137.36,2024-09-25
2108,234,1902,1286.57,2024-08-11
2109,3771,1295,1492.85,2024-02-04
2110,3644,250,696.73,2023-03-04
2111,1855,603,1300.81,2023-02-22
2112,1093,1989,1145.5,2023-09-18
2113,3495,1215,129.72,2024-01-19
2114,3407,400,423.08,2025-05-10
2115,2765,1270,926.85,2025-05-05
2116,1553,1363,452.9,2023-08-26
2117,4017,241,114.91,2024-11-08
2118,1615,1224,1462.6,2025-10-19
2119,4201,548,1394.12,2023-04-17
2120,968,138,300.0,2023-05-01
2121,2469,1962,1088.2,2023-03-14
2122,866,1613,1191.8,2025-11-07
2123,1979,1372,72.98,2025-06-27
2124,3040,1326,970.84,2024-07-28
2125,3110,96,784.15,2024-03-07
2126,390,426,446.69,2024-01-03
2127,2069,1214,886.93,2025-06-20
2128,2450,1542,204.92,2025-03-09
2129,2662,191,1437.54,2024-10-16
2130,3223,1045,487.31,2024-09-21
2131,500,922,782.95,2024-05-26
2132,1027,1306,799.8,2023-02-18
2133,996,1827,460.55,2023-07-30
2134,2486,1609,609.36,2024-01-25
2135,2071,1268,1490.36,2025-06-12
2136,3220,1850,17.48,2025-06-24
2137,326,1336,355.64,2024-09-07
2138,3385,511,352.92,2023-01-25
2139,328,215,692.1,2025-06-09
2140,2497,1296,388.04,2024-07-22
2141,1667,152,1391.99,2025-07-19
2142,1707,1963,38.59,2025-10-13
2143,3566,1688,777.98,2024-04-02
2144,3504,1365,33.91,2025-07-07
2145,3648,1122,1314.76,2025-08-16
2146,1307,1501,284.59,2025-03-06
2147,2205,1954,1272.5,2023-09-28
2148,3615,1108,1440.63,2024-11-29
2149,4198,747,497.52,2024-05-21
2150,1022,1597,1107.51,2023-12-09
2151,4217,1424,770.85,2025-06-29
2152,1793,1287,1204.45,2024-04-23
2153,3902,307,1065.94,2025-10-19
2154,2610,827,1454.88,2025-03-02
2155,1049,87,1368.43,2025-11-06
2156,1750,791,25.38,2023-03-29
2157,3863,821,694.11,2024-08-23
2158,994,502,1168.77,2025-04-08
2159,3328,667,1283.59,2025-06-14
2160,1657,658,805.35,2024-04-04
2161,302,566,16.39,2024-03-10
2162,3949,1713,1331.84,2023-06-09
2163,1716,654,1274.04,2023-04-20
2164,132,257,232.03,2023-04-13
2165,581,1587,803.73,2023-08-02
2166,1483,1235,1031.07,2023-05-07
2167,2595,701,586.95,2024-05-13
2168,3505,242,196.88,2024-03-11
2169,3864,535,1258.43,2023-08-12
2170,848,229,151.31,2023-10-02
2171,1590,968,204.46,2024-06-01
2172,3100,1075,1465.1,2024-03-05
2173,2189,1739,79.04,2024-01-21
2174,602,186,136.6,2024-09-27
2175,300,1420,545.34,2024-03-05
2176,3844,47,456.72,2025-08-26
2177,1328,1786,679.29,2023-05-21
2178,600,952,305.41,2025-11-11
2179,3755,904,1015.77,2025-11-02
2180,2886,476,1007.56,2025-02-28
2181,4498,1972,117.8,2025-07-14
2182,168,1231,817.93,2023-08-18
2183,3318,377,538.0,2025-10-14
2184,3372,1597,924.67,2025-09-02
2185,972,625,789.12,2023-10-21
2186,1845,1991,31.29,2025-07-24
2187,3709,228,136.83,2023-02-14
2188,3124,945,204.7,2023-10-30
2189,3385,431,67.92,2023-04-12
2190,3231,351,1131.22,2023-09-26
2191,2396,1277,308.44,2024-05-22
2192,4286,1000,1272.86,2024-05-06
2193,4218,1137,1032.07,2024-05-01
2194,1748,541,273.99,2024-08-10
2195,4469,1637,673.6,2022-12-15
2196,2134,392,469.42,2023-03-24
2197,711,445,1307.72,2025-02-23
2198,2957,288,898.17,2024-05-19
2199,2526,1429,1234.0,2023-09-18
2200,1429,1364,1031.57,2024-12-31
2201,1751,1015,1289.38,2024-04-20
2202,2085,709,57.62,2023-06-19
2203,118,680,952.78,2025-03-15
2204,1006,927,1348.84,2024-05-25
2205,3703,1722,902.22,2023-04-29
2206,2942,210,451.66,2025-01-05
2207,1634,1426,130.34,2025-06-17
2208,1424,894,1188.62,2024-11-22
2209,3602,1748,62.5,2024-02-17
2210,2429,329,1184.67,2023-12-20
2211,2821,192,779.94,2024-03-01
2212,171,1089,85.69,2024-01-14
2213,3653,825,1097.5,2023-12-10
2214,535,1133,637.81,2022-11-27
2215,821,1099,651.22,2023-06-09
2216,4135,1802,1333.55,2024-01-09
2217,2705,184,223.17,2022-12-14
2218,1312,1885,627.27,2025-05-28
2219,233,795,1340.91,2024-11-01
2220,4068,500,741.43,2023-09-26
2221,3792,1532,1121.77,2024-09-29
2222,1996,1532,520.6,2024-12-17
2223,3386,481,1015.14,2025-06-01
2224,3295,1075,110.13,2024-04-05
2225,3246,46,1474.95,2023-10-24
2226,2438,1483,434.61,2025-07-12
2227,2309,1561,17.34,2023-01-13
2228,2332,1896,1226.61,2024-03-10
2229,2169,763,952.46,2024-10-09
2230,1757,106,1490.02,2025-07-30
2231,4481,1238,544.36,2025-04-18
2232,1696,519,716.26,2025-10-18
2233,4097,1381,902.56,2023-02-04
2234,4255,1319,1226.53,2025-08-03
2235,3692,674,644.56,2025-09-29
2236,2478,1824,1086.83,2024-07-20
2237,3130,392,204.33,2024-06-13
2238,4337,297,1161.6,2025-05-19
2239,3554,1163,445.89,2023-05-22
2240,1489,859,774.85,2025-08-30
2241,3105,69,193.67,2025-01-20
2242,3000,285,961.47,2024-11-12
2243,2840,642,260.13,2023-06-09
2244,3653,458,962.15,2025-07-17
2245,3976,383,1103.09,2025-03-09
2246,2136,581,1338.2,2025-01-24
2247,3337,1479,679.78,2023-11-13
2248,3114,1216,1298.53,2024-10-24
2249,2166,362,1130.95,2022-12-01
2250,641,837,565.07,2022-12-25
2251,1510,887,482.01,2023-03-03
2252,2661,782,644.35,2024-10-26
2253,3738,908,746.98,2023-07-26
2254,4277,1703,1286.48,2023-07-04
2255,254,200,629.0,2024-10-10
2256,1176,276,696.86,2023-07-07
2257,4142,1370,1144.0,2023-09-14
2258,1149,788,1163.34,2023-10-02
2259,1101,427,1325.63,2024-11-06
2260,3600,902,532.43,2025-09-29
2261,2899,677,308.33,2025-06-21
2262,2696,838,974.47,2025-07-25
2263,471,1713,815.93,2024-05-12
2264,4314,1907,421.52,2025-09-21
2265,2952,1786,363.14,2023-04-29
2266,666,1819,1270.63,2025-04-30
2267,1873,947,283.91,2025-04-10
2268,3337,427,978.14,2023-05-14
2269,3475,966,1278.51,2023-11-23
2270,1402,1360,756.83,2024-06-06
2271,3491,419,1155.17,2023-03-11
2272,2661,1001,350.99,2024-04-21
2273,423,748,1253.61,2025-08-24
2274,98,269,1309.19,2024-05-04
2275,1206,358,507.25,2024-01-27
2276,2489,844,1350.16,2023-06-05
2277,187,837,998.87,2025-10-03
2278,4125,643,56.99,2024-09-28
2279,1247,610,40.13,2023-03-16
2280,2558,521,1342.34,2024-02-09
2281,1927,450,62.46,2024-05-19
2282,1933,551,600.47,2023-03-12
2283,494,361,417.42,2025-07-06
2284,1571,356,690.5,2023-10-04
2285,2663,1846,506.79,2023-11-30
2286,4463,1335,911.31,2025-10-21
2287,1340,1530,216.85,2025-09-14
2288,597,532,670.15,2023-12-12
2289,4254,823,434.71,2024-01-02
2290,4492,1222,188.85,2025-03-09
2291,3643,862,346.13,2024-07-23
2292,1184,1811,111.39,2023-09-10
2293,2182,1892,821.88,2024-10-01
2294,1461,1300,638.41,2025-01-17
2295,1407,726,855.52,2024-07-07
2296,2891,1953,399.48,2023-09-27
2297,3340,517,875.07,2025-01-09
2298,2576,675,1308.74,2023-12-03
2299,426,822,208.32,2023-06-24
2300,3965,1895,786.9,2025-08-11
2301,3692,904,273.3,2024-05-01
2302,1991,592,977.22,2023-02-23
2303,1796,921,665.33,2024-04-27
2304,2003,1902,390.89,2024-12-15
2305,149,1664,168.58,2024-03-23
2306,4181,889,313.15,2024-07-15
2307,3222,308,407.52,2024-12-08
2308,2510,1562,227.21,2023-02-17
2309,4212,1269,1028.23,2025-04-18
2310,346,1014,343.75,2023-01-07
2311,2423,875,138.34,2025-10-22
2312,1162,1763,818.42,2025-02-06
2313,3557,868,629.99,2023-11-13
2314,4429,950,99.29,2023-07-22
2315,703,100,230.93,2025-06-02
2316,4031,1471,1181.25,2023-06-26
2317,3335,1297,664.1,2025-06-01
2318,414,132,880.19,2024-10-18
2319,3607,931,515.69,2025-04-04
2320,2701,616,308.69,2024-11-01
2321,4443,946,1488.67,2025-03-08
2322,3867,1222,1058.66,2023-05-16
2323,1434,409,627.61,2023-07-29
2324,1199,1817,1176.68,2023-10-29
2325,1441,43,378.06,2025-04-02
2326,4006,459,981.21,2023-05-21
2327,3028,795,1091.48,2024-01-05
2328,3291,1359,920.67,2023-08-18
2329,2884,1378,1423.75,2025-04-30
2330,1681,551,1235.55,2024-02-06
2331,620,1496,1492.9,2023-04-08
2332,4178,1098,1121.97,2024-08-08
2333,380,1607,178.2,2023-10-15
2334,662,676,1123.11,2024-05-02
2335,4381,1664,330.36,2025-10-07
2336,1018,37,481.05,2025-04-13
2337,1688,1928,897.23,2024-01-17
2338,952,116,187.44,2023-02-10
2339,3694,1010,1494.15,2024-09-29
2340,299,1904,127.4,2023-05-15
2341,4474,608,606.52,2023-11-19
2342,1285,735,838.41,2024-09-18
2343,1242,1757,666.41,2025-06-19
2344,99,650,10.09,2025-01-10
2345,1918,330,1376.7,2024-04-12
2346,1672,1481,1460.93,2024-03-25
2347,2488,1416,439.02,2023-09-25
2348,4176,1430,644.86,2023-05-13
2349,1452,1824,1377.32,2024-01-14
2350,558,1717,604.21,2023-01-14
2351,260,126,1470.43,2023-03-17
2352,2281,719,1263.51,2023-05-31
2353,389,1324,739.17,2024-07-17
2354,2339,1319,751.58,2024-10-05
2355,554,1790,716.02,2023-02-23
2356,809,1052,875.24,2025-08-10
2357,37,1402,1164.84,2025-05-18
2358,1861,597,682.43,2023-11-02
2359,3132,463,447.73,2022-12-11
2360,2950,921,1350.88,2022-12-16
2361,2643,1863,945.44,2025-05-31
2362,763,1781,1056.08,2023-10-23
2363,4092,194,1244.73,2025-03-27
2364,885,1039,853.41,2024-03-09
2365,2515,1636,721.3,2024-11-05
2366,241,1864,1457.96,2023-03-10
2367,3743,878,959.23,2023-12-02
2368,2653,337,768.88,2023-04-20
2369,3933,1835,308.38,2024-02-27
2370,2317,188,105.1,2023-09-03
2371,719,1958,848.44,2024-12-20
2372,917,1766,1228.61,2025-03-28
2373,3251,363,95.21,2024-08-01
2374,1809,1528,1464.13,2023-02-17
2375,2095,1840,315.95,2022-12-10
2376,4420,1982,902.32,2025-04-12
2377,3623,547,1040.7,2025-10-25
2378,465,992,1244.03,2024-03-31
2379,559,822,1259.95,2023-11-24
2380,2122,1541,1236.33,2023-11-28
2381,721,158,1499.75,2024-09-21
2382,3102,1620,173.4,2025-06-30
2383,236,1971,330.59,2024-05-28
2384,2034,1030,122.9,2025-05-25
2385,3537,1738,387.31,2023-02-27
2386,1985,453,1268.44,2024-07-28
2387,27,1662,469.28,2024-01-28
2388,1645,59,1225.39,2023-07-02
2389,1504,1468,382.75,2023-07-29
2390,4286,1927,631.52,2023-02-12
2391,2630,745,530.89,2025-10-15
2392,3475,45,667.78,2025-05-22
2393,1379,1347,786.15,2023-07-19
2394,2644,739,884.95,2022-12-14
2395,1705,917,878.31,2024-01-07
2396,1043,920,1459.52,2024-05-12
2397,3635,1514,1385.79,2025-10-14
2398,3016,416,1436.24,2023-01-25
2399,75,257,11.75,2024-06-11
2400,2784,252,1434.06,2024-02-01
2401,711,117,623.15,2025-11-08
2402,3319,299,263.92,2023-01-07
2403,281,548,707.53,2023-12-10
2404,1657,1148,1279.91,2025-09-21
2405,2836,545,418.86,2023-03-22
2406,1116,1680,1489.29,2023-05-06
2407,1005,449,636.39,2023-01-20
2408,1544,365,1132.88,2023-09-01
2409,125,1296,1345.5,2023-07-26
2410,4394,1806,359.98,2024-04-11
2411,1660,738,1383.24,2025-06-01
2412,485,444,809.94,2025-08-23
2413,746,862,606.69,2023-01-08
2414,1102,260,727.14,2023-09-30
2415,3887,726,266.92,2023-01-26
2416,1609,1721,1270.53,2024-05-31
2417,3992,427,526.59,2024-02-24
2418,3474,1916,1498.12,2023-08-10
2419,1798,684,440.29,2025-03-11
2420,1902,411,117.32,2023-02-13
2421,3504,577,1358.63,2024-10-09
2422,2084,473,525.06,2024-09-28
2423,3827,1,416.31,2024-04-29
2424,4085,1551,1121.19,2023-05-13
2425,1793,640,432.26,2024-11-06
2426,619,1461,757.51,2023-08-24
2427,869,907,647.52,2024-06-30
2428,4230,1797,1379.49,2022-11-24
2429,4308,694,1091.82,2023-11-02
2430,3934,1328,276.75,2024-09-15
2431,2833,848,1451.62,2023-05-31
2432,3971,1701,1466.99,2024-12-24
2433,27,26,538.24,2023-10-28
2434,294,1789,800.21,2025-07-17
2435,1555,207,742.44,2025-11-13
2436,763,421,515.56,2023-06-15
2437,2956,1293,707.26,2025-07-31
2438,3598,1004,1319.53,2023-03-03
2439,3991,730,1378.75,2025-05-07
2440,1016,1314,868.55,2023-05-02
2441,3316,275,900.46,2023-09-10
2442,709,390,1362.01,2025-05-19
2443,669,1204,592.65,2025-04-20
2444,2852,521,1091.98,2023-04-22
2445,339,811,192.02,2024-03-13
2446,1773,1332,282.5,2023-01-20
2447,1605,1797,324.86,2023-03-05
2448,1480,1886,865.09,2023-08-27
2449,3296,720,309.15,2023-12-26
2450,2497,1549,1334.21,2025-06-11
2451,396,1834,1318.57,2023-01-21
2452,4120,1446,364.78,2024-02-04
2453,2016,1543,236.28,2025-04-27
2454,4310,1607,1239.8,2023-10-15
2455,4332,1515,434.28,2025-10-10
2456,854,450,12.09,2024-08-29
2457,1221,634,509.04,2023-01-26
2458,1062,541,151.26,2025-06-19
2459,1646,1014,1170.94,2023-07-08
2460,216,415,36.0,2025-08-11
2461,2326,1038,81.39,2025-05-10
2462,3251,1530,1329.62,2024-10-31
2463,3028,1663,115.69,2023-07-15
2464,4148,1295,615.05,2024-10-26
2465,1689,87,1276.43,2024-07-20
2466,997,470,453.54,2022-12-22
2467,467,935,28.11,2023-08-11
2468,4335,1009,928.86,2025-05-06
2469,577,1279,979.96,2023-08-22
2470,4282,140,659.77,2025-01-17
2471,2939,83,1156.25,2023-02-18
2472,738,397,696.08,2024-10-02
2473,2757,1957,1439.74,2023-12-03
2474,1145,739,973.58,2023-07-26
2475,584,1671,1093.26,2023-12-27
2476,4142,1161,1453.26,2023-07-10
2477,587,102,964.89,2023-10-04
2478,3270,1160,369.32,2024-08-06
2479,3848,1235,1489.34,2024-08-10
