gestion_id,customer_id,resultado,canal,fecha_gestion
2846,1802,Número incorrecto,WhatsApp,2024-11-15
2847,624,No responde,WhatsApp,2024-02-23
2848,1051,Promesa de pago,SMS,2025-10-22
2849,1459,Promesa de pago,SMS,2023-12-16
2850,1056,Número incorrecto,WhatsApp,2025-10-15
2851,214,No responde,SMS,2024-05-14
2852,791,Contactado,WhatsApp,2024-08-15
2853,1464,Promesa de pago,Email,2025-06-21
2854,1255,Promesa de pago,Llamada,2024-07-26
2855,774,Número incorrecto,Llamada,2024-10-02
2856,1479,No responde,WhatsApp,2024-10-27
2857,1487,Promesa de pago,Email,2025-08-25
2858,549,No responde,WhatsApp,2025-02-16
2859,1277,Promesa de pago,WhatsApp,2024-06-30
2860,533,Contactado,Email,2025-07-13
2861,127,Promesa de pago,Llamada,2025-03-11
2862,1113,Contactado,WhatsApp,2025-02-19
2863,1710,No responde,Llamada,2024-12-01
2864,1845,Contactado,SMS,2024-02-11
2865,936,Promesa de pago,WhatsApp,2024-03-29
2866,1355,Promesa de pago,Llamada,2024-11-30
2867,1404,Número incorrecto,WhatsApp,2024-10-06
2868,301,Contactado,WhatsApp,2023-12-01
2869,1209,Promesa de pago,WhatsApp,2025-03-18
2870,1156,Número incorrecto,WhatsApp,2024-04-17
2871,44,Contactado,SMS,2024-01-20
2872,323,Promesa de pago,WhatsApp,2024-01-11
2873,1358,No responde,Llamada,2024-08-23
2874,1036,Promesa de pago,Email,2024-11-28
2875,958,Número incorrecto,WhatsApp,2023-12-26
2876,1968,Contactado,Llamada,2024-02-20
2877,539,Contactado,WhatsApp,2024-01-18
2878,1602,Promesa de pago,Llamada,2024-11-14
2879,842,Contactado,Llamada,2025-04-24
2880,972,Número incorrecto,SMS,2024-06-11
2881,1966,No responde,Email,2024-05-08
2882,925,Contactado,SMS,2024-10-02
2883,849,Número incorrecto,SMS,2025-05-02
2884,75,Promesa de pago,SMS,2024-05-21
2885,226,Promesa de pago,Llamada,2024-07-18
2886,51,Contactado,WhatsApp,2024-04-02
2887,10,Contactado,Llamada,2024-12-14
2888,792,Promesa de pago,Llamada,2025-06-27
2889,1175,Contactado,WhatsApp,2025-03-16
2890,1604,No responde,Email,2024-02-26
2891,1423,Contactado,Llamada,2023-11-23
2892,1805,Contactado,WhatsApp,2024-02-25
2893,1635,Promesa de pago,Email,2025-03-19
2894,463,No responde,WhatsApp,2025-04-27
2895,571,No responde,SMS,2025-02-07
2896,636,No responde,SMS,2023-11-25
2897,28,Contactado,SMS,2025-11-11
2898,1827,Contactado,SMS,2024-01-25
2899,1199,Contactado,SMS,2024-11-28
2900,1377,No responde,SMS,2025-06-28
2901,780,Promesa de pago,SMS,2025-01-19
2902,1781,Contactado,Email,2025-07-23
2903,773,Promesa de pago,SMS,2025-08-16
2904,1935,Número incorrecto,Llamada,2025-05-12
2905,672,Promesa de pago,SMS,2024-01-03
2906,1511,Promesa de pago,WhatsApp,2025-09-30
2907,230,Promesa de pago,WhatsApp,2025-01-02
2908,274,Promesa de pago,Llamada,2025-08-28
2909,1523,No responde,Llamada,2024-03-31
2910,1091,Número incorrecto,SMS,2024-10-19
2911,142,Contactado,WhatsApp,2024-01-27
2912,336,Contactado,WhatsApp,2024-08-15
2913,1259,Número incorrecto,Email,2025-01-03
2914,512,Número incorrecto,Llamada,2023-11-17
2915,1761,No responde,Email,2024-05-23
2916,1471,Contactado,Llamada,2025-11-12
2917,1410,Contactado,Email,2025-05-08
2918,166,No responde,SMS,2024-05-28
2919,61,Promesa de pago,Llamada,2024-07-24
2920,1117,Promesa de pago,WhatsApp,2023-11-24
2921,48,Contactado,Email,2024-07-20
2922,1627,Promesa de pago,SMS,2025-03-13
2923,1712,No responde,WhatsApp,2025-06-06
2924,726,Promesa de pago,WhatsApp,2025-07-04
2925,1769,Promesa de pago,Email,2025-06-01
2926,1107,Número incorrecto,WhatsApp,2024-11-27
2927,1946,Contactado,Email,2025-01-30
2928,1854,No responde,SMS,2025-09-21
2929,1843,Número incorrecto,Email,2025-08-19
2930,1066,Promesa de pago,Llamada,2025-10-13
2931,36,Contactado,WhatsApp,2024-10-10
2932,1708,No responde,SMS,2025-04-18
2933,247,No responde,SMS,2023-11-19
2934,920,Contactado,SMS,2024-02-02
2935,1409,Contactado,Email,2025-07-14
2936,1858,Número incorrecto,Llamada,2025-01-09
2937,1456,Promesa de pago,SMS,2024-10-23
2938,835,Número incorrecto,SMS,2025-01-02
2939,98,Promesa de pago,Llamada,2024-09-02
2940,164,Promesa de pago,SMS,2024-05-30
2941,1630,Número incorrecto,WhatsApp,2024-08-14
2942,1969,Número incorrecto,SMS,2024-02-19
2943,665,No responde,Email,2025-07-21
2944,682,No responde,Llamada,2024-02-03
2945,628,Contactado,Email,2024-08-24
2946,295,Contactado,Llamada,2025-04-01
2947,1351,Número incorrecto,SMS,2024-05-16
2948,238,Número incorrecto,Llamada,2024-05-22
2949,1021,No responde,Llamada,2024-05-09
2950,221,Número incorrecto,SMS,2025-01-13
2951,171,Promesa de pago,Llamada,2024-11-09
2952,1941,Promesa de pago,Llamada,2025-08-20
2953,284,Contactado,Email,2025-09-15
2954,1824,No responde,Email,2024-11-03
2955,453,Contactado,Email,2025-07-15
2956,1101,Promesa de pago,Llamada,2024-12-07
2957,1907,Contactado,WhatsApp,2025-08-06
2958,1317,Número incorrecto,SMS,2025-11-04
2959,1697,Número incorrecto,SMS,2024-08-23
2960,1943,Número incorrecto,SMS,2025-04-27
2961,1343,Número incorrecto,Email,2025-11-05
2962,447,No responde,SMS,2024-01-22
2963,1337,Número incorrecto,WhatsApp,2025-10-07
2964,918,No responde,Email,2025-11-03
2965,155,Promesa de pago,Email,2025-06-11
2966,1735,No responde,SMS,2024-11-02
2967,1804,No responde,Llamada,2025-04-14
2968,62,Promesa de pago,WhatsApp,2024-04-30
2969,1909,Promesa de pago,Email,2025-02-18
2970,1204,No responde,Email,2024-12-21
2971,770,Número incorrecto,Llamada,2024-05-21
2972,81,Contactado,WhatsApp,2025-09-26
2973,1953,Contactado,WhatsApp,2025-10-30
2974,1880,Contactado,Llamada,2025-08-19
2975,817,Número incorrecto,SMS,2024-09-04
2976,259,Promesa de pago,Llamada,2024-03-01
2977,852,Contactado,WhatsApp,2024-01-10
2978,1709,No responde,WhatsApp,2025-03-21
2979,177,Número incorrecto,WhatsApp,2024-06-25
2980,1308,Contactado,SMS,2024-08-09
2981,1861,No responde,SMS,2024-11-09
2982,1938,No responde,Llamada,2024-02-28
2983,1883,Número incorrecto,SMS,2025-02-20
2984,128,Contactado,Email,2024-11-29
2985,304,No responde,SMS,2024-04-18
2986,1573,Número incorrecto,SMS,2025-06-19
2987,1073,No responde,WhatsApp,2024-05-10
2988,113,Promesa de pago,SMS,2024-11-11
2989,120,Promesa de pago,WhatsApp,2024-12-25
2990,1302,No responde,Email,2023-12-14
2991,525,Promesa de pago,WhatsApp,2025-06-06
2992,1595,Contactado,SMS,2023-12-31
2993,1010,Contactado,SMS,2023-12-05
2994,1973,Contactado,SMS,2024-02-10
2995,983,Promesa de pago,Email,2024-05-04
2996,302,Número incorrecto,Email,2024-01-19
2997,1581,Contactado,WhatsApp,2024-01-20
2998,722,Contactado,Llamada,2025-06-25
2999,1030,Número incorrecto,Email,2024-06-23
3000,1905,Contactado,Email,2024-05-21
3001,1845,Promesa de pago,WhatsApp,2025-10-08
3002,851,Número incorrecto,SMS,2023-12-12
3003,998,Número incorrecto,Llamada,2024-04-07
3004,1872,Promesa de pago,SMS,2025-08-01
3005,465,Contactado,WhatsApp,2024-07-31
3006,1692,Contactado,Email,2024-10-21
3007,1607,Número incorrecto,Email,2025-10-15
3008,1260,Promesa de pago,Llamada,2024-06-30
3009,429,Número incorrecto,Email,2025-07-08
3010,1529,No responde,SMS,2025-05-20
3011,1119,No responde,Llamada,2024-04-09
3012,1331,Contactado,Email,2024-06-14
3013,209,No responde,Email,2025-06-14
3014,499,No responde,WhatsApp,2024-02-16
3015,1315,Contactado,WhatsApp,2024-04-20
3016,365,Promesa de pago,SMS,2025-07-07
3017,389,No responde,SMS,2024-02-06
3018,463,Promesa de pago,WhatsApp,2024-03-21
3019,61,Contactado,Llamada,2025-08-14
3020,546,Número incorrecto,SMS,2025-05-04
3021,1053,Promesa de pago,Llamada,2024-08-29
3022,1913,No responde,SMS,2024-09-17
3023,446,No responde,SMS,2025-06-14
3024,837,Contactado,Email,2025-04-19
3025,1904,Número incorrecto,Email,2024-02-12
3026,1029,No responde,Email,2024-12-14
3027,1944,Número incorrecto,SMS,2024-09-27
3028,340,No responde,WhatsApp,2025-04-02
3029,567,Contactado,WhatsApp,2025-02-28
3030,1280,Número incorrecto,WhatsApp,2024-04-06
3031,1576,Número incorrecto,Email,2025-03-07
3032,932,Número incorrecto,Email,2023-12-24
3033,1528,Contactado,Llamada,2025-03-23
3034,712,Número incorrecto,Llamada,2024-05-05
3035,599,Número incorrecto,Llamada,2024-11-12
3036,1034,Promesa de pago,SMS,2025-10-28
3037,777,Promesa de pago,SMS,2024-02-19
3038,691,Contactado,Llamada,2025-10-25
3039,863,Número incorrecto,WhatsApp,2024-07-21
3040,827,Número incorrecto,WhatsApp,2024-12-04
3041,186,No responde,Llamada,2025-03-06
3042,1215,No responde,Llamada,2025-09-13
3043,1456,Contactado,Llamada,2025-10-10
3044,1340,No responde,SMS,2025-10-05
3045,1681,Contactado,WhatsApp,2025-02-05
3046,92,Contactado,SMS,2024-04-21
3047,1241,Contactado,Email,2024-04-10
3048,1557,Promesa de pago,Llamada,2025-01-05
3049,441,Número incorrecto,WhatsApp,2023-12-16
3050,263,No responde,WhatsApp,2024-04-18
3051,515,Contactado,Llamada,2024-12-04
3052,1754,Promesa de pago,Email,2023-12-25
3053,917,Número incorrecto,Llamada,2024-11-08
3054,1356,Número incorrecto,Llamada,2025-06-07
3055,1967,Promesa de pago,WhatsApp,2025-05-09
3056,1709,Número incorrecto,WhatsApp,2024-04-20
3057,340,Número incorrecto,WhatsApp,2024-12-17
3058,1436,Promesa de pago,WhatsApp,2025-02-11
3059,1560,Contactado,Llamada,2024-02-16
3060,1839,Promesa de pago,WhatsApp,2024-10-06
3061,500,No responde,Llamada,2024-12-27
3062,1767,Contactado,Email,2024-12-05
3063,1387,Número incorrecto,Email,2023-12-18
3064,949,No responde,Email,2024-08-01
3065,265,Contactado,SMS,2024-06-29
3066,1053,No responde,WhatsApp,2025-07-18
3067,8,Promesa de pago,Email,2025-07-08
3068,1838,Número incorrecto,Email,2025-09-12
3069,1054,Promesa de pago,Llamada,2025-06-30
3070,598,No responde,SMS,2024-01-03
3071,578,Contactado,SMS,2025-08-18
3072,458,Número incorrecto,SMS,2024-07-03
3073,949,Contactado,SMS,2024-07-06
3074,1469,Promesa de pago,WhatsApp,2025-10-04
3075,1796,No responde,WhatsApp,2024-09-26
3076,1709,Contactado,SMS,2024-09-30
3077,517,Promesa de pago,Email,2024-04-10
3078,1432,No responde,WhatsApp,2024-11-12
3079,942,No responde,WhatsApp,2025-01-27
3080,544,Número incorrecto,WhatsApp,2024-10-19
3081,1897,Promesa de pago,Llamada,2025-03-30
3082,239,Contactado,Email,2025-11-15
3083,962,Promesa de pago,WhatsApp,2024-05-23
3084,561,Contactado,WhatsApp,2025-01-30
3085,1955,Contactado,Email,2025-06-23
3086,1133,Contactado,SMS,2024-11-12
3087,1874,Promesa de pago,Llamada,2025-03-02
3088,917,Número incorrecto,WhatsApp,2024-09-24
3089,1707,Promesa de pago,SMS,2024-05-20
3090,1729,No responde,Email,2024-05-27
3091,561,No responde,SMS,2025-10-26
3092,1916,No responde,WhatsApp,2025-07-23
3093,665,Número incorrecto,SMS,2024-01-30
3094,1936,Número incorrecto,WhatsApp,2025-07-30
3095,1636,Contactado,SMS,2024-09-11
3096,658,No responde,Llamada,2025-04-22
3097,1680,Promesa de pago,SMS,2024-11-25
3098,1035,Promesa de pago,SMS,2024-02-10
3099,474,No responde,Email,2025-08-23
3100,300,Promesa de pago,Llamada,2025-03-18
3101,1478,Contactado,WhatsApp,2025-11-10
3102,89,Promesa de pago,WhatsApp,2024-04-10
3103,926,Contactado,Llamada,2023-11-21
3104,476,Número incorrecto,Llamada,2024-09-20
3105,1689,No responde,Llamada,2024-04-04
3106,646,No responde,Email,2025-02-27
3107,167,Número incorrecto,Llamada,2025-01-20
3108,33,No responde,WhatsApp,2025-09-02
3109,1653,Contactado,Llamada,2024-07-30
3110,1125,Promesa de pago,SMS,2025-05-31
3111,761,No responde,Email,2025-04-08
3112,1904,Número incorrecto,SMS,2023-12-21
3113,1617,Número incorrecto,Email,2024-06-06
3114,536,No responde,Email,2025-10-28
3115,1443,Promesa de pago,Email,2024-05-20
3116,1582,No responde,Email,2025-09-24
3117,1505,Promesa de pago,Email,2024-10-13
3118,790,No responde,Llamada,2025-10-23
3119,1889,Promesa de pago,Llamada,2024-09-29
3120,1535,Número incorrecto,Email,2025-09-26
3121,939,Contactado,WhatsApp,2025-07-01
3122,326,Promesa de pago,Email,2024-03-29
3123,1110,Promesa de pago,Email,2023-11-24
3124,233,Contactado,Email,2025-05-18
3125,1090,Promesa de pago,SMS,2024-04-11
3126,246,Promesa de pago,Llamada,2025-05-25
3127,999,Contactado,SMS,2024-07-29
3128,1249,No responde,Llamada,2024-09-30
3129,1374,No responde,Email,2024-02-21
3130,365,Promesa de pago,WhatsApp,2024-06-08
3131,1667,Contactado,WhatsApp,2024-08-18
3132,1721,Promesa de pago,WhatsApp,2025-09-11
3133,1501,Promesa de pago,Email,2024-03-01
3134,614,Promesa de pago,SMS,2024-04-03
3135,960,Contactado,Llamada,2025-01-21
3136,612,Número incorrecto,WhatsApp,2025-10-09
3137,1805,Contactado,SMS,2024-09-28
3138,471,Contactado,Email,2025-05-14
3139,655,No responde,WhatsApp,2025-06-11
3140,152,Contactado,SMS,2025-04-14
3141,1526,Contactado,Email,2024-05-01
3142,918,No responde,Llamada,2025-03-07
3143,664,Promesa de pago,SMS,2024-02-21
3144,1915,Número incorrecto,WhatsApp,2024-03-19
3145,1129,No responde,SMS,2025-01-21
3146,1154,Contactado,Llamada,2023-12-27
3147,739,Promesa de pago,Email,2025-10-22
3148,665,Número incorrecto,Llamada,2024-06-06
3149,573,Promesa de pago,Email,2024-01-27
3150,105,Promesa de pago,SMS,2023-12-15
3151,1664,Promesa de pago,Llamada,2024-06-03
3152,633,Contactado,WhatsApp,2025-06-07
3153,300,Promesa de pago,Email,2023-12-19
3154,1469,Promesa de pago,Email,2025-07-18
3155,63,Promesa de pago,Email,2024-03-29
3156,1760,No responde,WhatsApp,2025-04-01
3157,1203,No responde,WhatsApp,2024-03-16
3158,672,Contactado,Llamada,2025-11-01
3159,1682,Promesa de pago,SMS,2024-06-25
3160,354,Promesa de pago,WhatsApp,2024-11-15
3161,996,Promesa de pago,Llamada,2024-02-19
3162,467,Contactado,Email,2024-11-13
3163,1900,Promesa de pago,Email,2025-03-23
3164,1565,No responde,Llamada,2024-11-20
3165,854,Contactado,Llamada,2024-01-05
3166,1372,Contactado,WhatsApp,2025-08-11
3167,1495,No responde,WhatsApp,2025-08-24
3168,1321,Número incorrecto,WhatsApp,2024-07-09
3169,788,No responde,Llamada,2024-07-13
3170,514,No responde,Email,2024-09-05
3171,336,No responde,Llamada,2024-11-06
3172,145,Contactado,WhatsApp,2024-07-03
3173,337,Promesa de pago,Email,2024-09-16
3174,1911,Promesa de pago,SMS,2024-01-13
3175,855,Promesa de pago,SMS,2025-06-24
3176,1782,Contactado,Email,2025-01-06
3177,328,No responde,WhatsApp,2024-09-28
3178,1314,No responde,Email,2025-10-06
3179,121,No responde,WhatsApp,2025-11-08
3180,1366,No responde,Email,2024-06-06
3181,384,No responde,Llamada,2025-10-30
3182,569,Número incorrecto,SMS,2024-10-08
3183,1983,No responde,Email,2024-08-19
3184,516,Contactado,Llamada,2024-09-06
3185,158,Número incorrecto,SMS,2025-10-03
3186,1017,Promesa de pago,SMS,2023-12-03
3187,223,No responde,SMS,2024-06-23
3188,1080,Promesa de pago,Email,2024-12-05
3189,1614,Número incorrecto,Email,2024-05-08
3190,1722,Número incorrecto,WhatsApp,2024-01-09
3191,220,Contactado,Email,2025-06-19
3192,1909,Contactado,Email,2025-02-25
3193,1221,Contactado,SMS,2025-05-12
3194,1448,No responde,SMS,2025-01-24
3195,1613,Número incorrecto,Llamada,2024-10-14
3196,1654,Promesa de pago,Email,2025-06-03
3197,1746,Promesa de pago,Llamada,2024-02-09
3198,1483,Contactado,SMS,2023-11-24
3199,1467,Promesa de pago,SMS,2024-06-01
3200,1396,Contactado,WhatsApp,2025-10-06
3201,516,Promesa de pago,SMS,2024-11-16
3202,1407,Contactado,SMS,2024-12-07
3203,356,No responde,SMS,2025-10-16
3204,450,Número incorrecto,WhatsApp,2025-10-25
3205,1091,Promesa de pago,Email,2024-01-23
3206,1508,No responde,Email,2025-07-29
3207,883,No responde,Llamada,2025-06-22
3208,1491,Promesa de pago,SMS,2025-06-04
3209,1383,No responde,WhatsApp,2025-07-28
3210,233,Número incorrecto,WhatsApp,2025-02-28
3211,170,Contactado,Email,2024-10-23
3212,794,Contactado,SMS,2024-03-11
3213,1401,No responde,Llamada,2025-06-06
3214,1787,No responde,Llamada,2025-06-07
3215,814,Contactado,SMS,2025-02-06
3216,384,No responde,WhatsApp,2025-04-01
3217,1107,Contactado,WhatsApp,2025-05-16
3218,973,Promesa de pago,Email,2025-06-25
3219,737,No responde,Email,2025-11-02
3220,570,No responde,Llamada,2024-11-09
3221,382,Número incorrecto,Llamada,2024-05-03
3222,1494,No responde,SMS,2025-10-21
3223,304,No responde,Llamada,2024-08-20
3224,321,Número incorrecto,Llamada,2025-05-29
3225,1618,No responde,WhatsApp,2025-08-20
3226,892,Promesa de pago,Llamada,2024-05-09
3227,47,No responde,Email,2024-05-07
3228,346,No responde,SMS,2024-07-21
3229,1238,Promesa de pago,SMS,2024-01-21
3230,1932,Número incorrecto,WhatsApp,2024-10-04
3231,17,Promesa de pago,Llamada,2024-03-30
3232,771,Número incorrecto,WhatsApp,2025-08-27
3233,262,Número incorrecto,Llamada,2024-07-26
3234,557,Número incorrecto,Email,2024-08-27
3235,1605,No responde,Email,2024-01-12
3236,1763,Promesa de pago,Llamada,2024-08-02
3237,1483,Contactado,WhatsApp,2024-10-16
3238,1327,No responde,Llamada,2024-08-01
3239,409,Número incorrecto,Email,2025-10-26
3240,767,Número incorrecto,Llamada,2024-07-04
3241,1925,Contactado,Email,2024-07-08
3242,1762,Contactado,Email,2024-03-10
3243,1686,Promesa de pago,Llamada,2025-03-31
3244,169,No responde,Email,2024-07-03
3245,1488,Contactado,SMS,2024-02-17
3246,760,No responde,Email,2024-08-17
3247,1068,Contactado,Llamada,2025-08-10
3248,1164,Promesa de pago,Email,2025-07-26
3249,755,Contactado,Llamada,2025-09-06
3250,413,Número incorrecto,Llamada,2025-08-03
3251,1178,No responde,SMS,2024-03-12
3252,343,Promesa de pago,Email,2024-07-28
3253,752,Número incorrecto,Llamada,2025-10-06
3254,597,Número incorrecto,WhatsApp,2024-07-01
3255,1383,Promesa de pago,WhatsApp,2025-04-05
3256,595,Contactado,Llamada,2024-06-29
3257,678,Contactado,Email,2024-09-11
3258,1251,No responde,Llamada,2025-07-18
3259,590,Contactado,Llamada,2025-02-14
3260,411,Contactado,Llamada,2025-04-17
3261,1813,Contactado,Llamada,2025-08-06
3262,788,Contactado,Llamada,2025-02-10
3263,379,No responde,Email,2025-01-20
3264,861,Número incorrecto,SMS,2025-08-23
3265,678,Promesa de pago,Llamada,2024-11-22
3266,1387,No responde,Llamada,2023-11-26
3267,1334,Contactado,SMS,2024-07-03
3268,1242,No responde,WhatsApp,2024-05-20
3269,1684,No responde,Email,2025-09-05
3270,425,No responde,Llamada,2025-02-14
3271,118,No responde,Llamada,2025-01-24
3272,1253,Número incorrecto,SMS,2025-01-19
3273,1960,Contactado,WhatsApp,2025-09-26
3274,1899,Promesa de pago,Llamada,2025-11-07
3275,581,Contactado,SMS,2024-08-15
3276,38,Promesa de pago,WhatsApp,2024-09-26
3277,1243,No responde,SMS,2025-09-25
3278,1697,Contactado,SMS,2024-08-08
3279,908,No responde,SMS,2024-07-01
3280,123,Número incorrecto,Llamada,2025-02-04
3281,1054,Número incorrecto,Llamada,2024-01-29
3282,1158,Contactado,WhatsApp,2024-01-10
3283,20,No responde,Email,2024-11-27
3284,303,Promesa de pago,SMS,2024-02-25
3285,1411,Contactado,SMS,2025-09-04
3286,949,No responde,WhatsApp,2024-02-04
3287,1188,Contactado,Llamada,2024-08-08
3288,883,Contactado,WhatsApp,2024-06-26
3289,1726,No responde,WhatsApp,2024-03-23
3290,142,Número incorrecto,WhatsApp,2024-01-08
3291,137,Promesa de pago,Llamada,2024-05-24
3292,187,Número incorrecto,Email,2024-12-09
3293,1272,Contactado,Email,2025-02-05
3294,1291,Contactado,WhatsApp,2024-06-12
3295,1299,Número incorrecto,WhatsApp,2023-12-05
3296,1854,Número incorrecto,Llamada,2024-05-02
3297,1075,No responde,Email,2025-06-15
3298,1951,Número incorrecto,SMS,2024-07-05
3299,354,Promesa de pago,Email,2024-10-23
3300,305,Contactado,Llamada,2024-07-21
3301,952,No responde,WhatsApp,2024-12-30
3302,907,No responde,SMS,2025-02-05
3303,696,No responde,WhatsApp,2024-09-10
3304,107,Número incorrecto,Email,2024-10-19
3305,996,Promesa de pago,Llamada,2024-05-28
3306,992,Promesa de pago,WhatsApp,2024-11-14
3307,1086,Número incorrecto,Email,2024-09-23
3308,1222,Contactado,WhatsApp,2024-05-11
3309,1691,Promesa de pago,Email,2025-09-22
3310,1234,Promesa de pago,WhatsApp,2025-07-30
3311,582,Contactado,Email,2024-07-16
3312,1300,Contactado,WhatsApp,2025-08-19
3313,372,Contactado,SMS,2025-09-05
3314,1766,Contactado,SMS,2024-08-20
3315,804,Contactado,Llamada,2025-09-25
3316,1015,Número incorrecto,WhatsApp,2024-10-09
3317,713,Contactado,Email,2025-11-02
3318,808,No responde,Llamada,2025-08-18
3319,751,Contactado,Llamada,2024-12-28
3320,1561,Número incorrecto,Email,2024-05-09
3321,636,Contactado,WhatsApp,2025-08-28
3322,377,No responde,WhatsApp,2025-05-15
3323,909,Número incorrecto,Llamada,2024-12-13
3324,363,No responde,Email,2024-09-06
3325,581,Promesa de pago,Email,2025-01-30
3326,426,Promesa de pago,SMS,2025-10-13
3327,112,Número incorrecto,WhatsApp,2024-01-06
3328,1790,Número incorrecto,SMS,2025-05-26
3329,1921,Número incorrecto,Llamada,2024-10-17
3330,1683,No responde,Email,2025-02-22
3331,291,Contactado,Llamada,2025-02-14
3332,240,Número incorrecto,Email,2024-08-23
3333,335,Promesa de pago,SMS,2024-12-23
3334,657,Promesa de pago,Llamada,2024-10-22
3335,1016,Contactado,WhatsApp,2024-01-04
3336,284,Número incorrecto,Llamada,2025-09-28
3337,1390,No responde,Email,2024-04-09
3338,984,No responde,Email,2024-01-05
3339,944,No responde,Email,2024-12-21
3340,1817,Promesa de pago,SMS,2024-06-29
3341,1329,Promesa de pago,Email,2025-09-06
3342,233,Contactado,SMS,2023-12-31
3343,1249,Promesa de pago,SMS,2024-10-11
3344,482,No responde,WhatsApp,2024-04-30
3345,42,Promesa de pago,WhatsApp,2024-06-11
3346,342,Número incorrecto,WhatsApp,2025-03-21
3347,317,Número incorrecto,WhatsApp,2025-01-24
3348,1364,Promesa de pago,WhatsApp,2024-09-07
3349,1720,Promesa de pago,Email,2025-08-31
3350,879,Promesa de pago,SMS,2024-08-02
3351,1875,Número incorrecto,Llamada,2024-07-14
3352,189,Número incorrecto,Email,2024-07-22
3353,873,Promesa de pago,Email,2023-12-01
3354,219,Contactado,WhatsApp,2024-12-29
3355,404,No responde,WhatsApp,2024-02-04
3356,1070,Contactado,WhatsApp,2024-07-27
3357,716,Contactado,Llamada,2023-11-25
3358,1555,Contactado,WhatsApp,2025-07-16
3359,620,No responde,SMS,2023-12-20
3360,297,Contactado,Email,2024-11-29
3361,1312,Promesa de pago,WhatsApp,2024-04-29
3362,1445,Número incorrecto,Email,2024-09-03
3363,1881,Promesa de pago,SMS,2025-09-22
3364,575,Contactado,WhatsApp,2024-12-30
3365,204,No responde,SMS,2024-06-26
3366,1352,Promesa de pago,Llamada,2024-04-11
3367,710,Número incorrecto,Llamada,2025-03-22
3368,224,No responde,Llamada,2025-09-05
3369,1060,No responde,SMS,2025-04-22
3370,396,No responde,SMS,2024-10-10
3371,1431,Promesa de pago,WhatsApp,2024-11-04
3372,264,Promesa de pago,Llamada,2024-09-21
3373,846,Contactado,WhatsApp,2025-02-06
3374,447,No responde,Llamada,2025-09-07
3375,1768,No responde,WhatsApp,2025-05-22
3376,1154,No responde,Llamada,2024-02-14
3377,426,Contactado,Llamada,2024-03-13
3378,598,Promesa de pago,WhatsApp,2025-03-07
3379,64,No responde,Email,2025-10-06
3380,626,No responde,Email,2024-03-25
3381,602,No responde,Email,2025-03-25
3382,1014,Contactado,Email,2025-10-10
3383,525,Contactado,WhatsApp,2025-10-13
3384,1198,No responde,Email,2025-09-19
3385,835,Contactado,Email,2024-09-21
3386,1147,Número incorrecto,WhatsApp,2024-10-20
3387,1324,Promesa de pago,Email,2024-01-15
3388,68,Contactado,WhatsApp,2025-01-30
3389,1064,Contactado,Llamada,2024-11-28
3390,258,Contactado,SMS,2024-05-20
3391,262,Contactado,Llamada,2025-07-13
3392,1252,Contactado,SMS,2025-08-27
3393,792,Número incorrecto,Email,2024-01-17
3394,1490,Promesa de pago,Email,2025-08-27
3395,1981,Promesa de pago,Email,2025-07-13
3396,1604,Promesa de pago,WhatsApp,2024-06-20
3397,878,Promesa de pago,Email,2024-10-23
3398,231,Número incorrecto,Email,2025-04-21
3399,642,Contactado,WhatsApp,2025-07-21
3400,1801,No responde,SMS,2024-01-25
3401,475,Número incorrecto,Llamada,2024-01-14
3402,1409,Número incorrecto,Email,2024-05-12
3403,526,Contactado,SMS,2024-01-27
3404,1557,Contactado,Llamada,2024-06-10
3405,427,Número incorrecto,SMS,2024-04-05
3406,217,Número incorrecto,WhatsApp,2025-02-22
3407,1722,Promesa de pago,WhatsApp,2025-07-11
3408,1316,Promesa de pago,SMS,2025-06-20
3409,717,No responde,WhatsApp,2025-02-24
3410,1339,Contactado,Email,2025-08-19
3411,1595,Contactado,SMS,2024-01-08
3412,1548,No responde,SMS,2025-02-16
3413,894,No responde,SMS,2024-05-18
3414,1110,Número incorrecto,WhatsApp,2025-09-07
3415,1266,Promesa de pago,Email,2025-09-08
3416,1998,No responde,Llamada,2024-06-28
3417,1698,Número incorrecto,Email,2025-02-22
3418,1944,Número incorrecto,SMS,2024-06-26
3419,1467,Número incorrecto,Llamada,2025-02-24
3420,694,Promesa de pago,Email,2025-07-22
3421,1144,Contactado,SMS,2025-08-28
3422,1560,Contactado,Llamada,2024-02-04
3423,1896,No responde,Email,2024-03-03
3424,1551,Contactado,Email,2024-08-11
3425,549,Promesa de pago,WhatsApp,2024-10-16
3426,588,Número incorrecto,WhatsApp,2024-07-27
3427,1054,No responde,WhatsApp,2025-08-01
3428,1846,Número incorrecto,Email,2025-04-10
3429,154,Promesa de pago,Llamada,2023-11-29
3430,1944,Promesa de pago,Llamada,2025-04-03
3431,253,No responde,Llamada,2025-06-26
3432,763,Número incorrecto,Llamada,2025-08-08
3433,390,Número incorrecto,Email,2024-07-14
3434,1368,Promesa de pago,SMS,2024-01-19
3435,343,Promesa de pago,WhatsApp,2024-10-30
3436,169,Número incorrecto,WhatsApp,2024-05-16
3437,1974,No responde,Llamada,2025-03-13
3438,1663,Contactado,SMS,2025-07-06
3439,536,Promesa de pago,WhatsApp,2024-11-03
3440,1642,Número incorrecto,WhatsApp,2025-04-17
3441,194,Contactado,SMS,2025-10-30
