debt_id,customer_id,product_id,monto_deuda,fecha_vencimiento,estado
594,961,8,14904.93,2024-11-05,Vencida
595,1683,7,11283.99,2024-07-23,Vencida
596,327,1,15114.26,2023-07-25,Vencida
597,53,20,11508.35,2024-12-25,Vencida
598,449,15,895.2,2024-12-03,Vigente
599,1872,13,18939.02,2023-11-18,Castigada
600,1233,10,15712.43,2025-07-01,Vencida
601,1352,6,5015.42,2024-10-14,Vencida
602,859,4,15732.46,2024-11-06,Vencida
603,388,3,15225.99,2023-07-04,Vigente
604,687,14,2417.11,2025-05-08,Vencida
605,1001,12,13762.21,2024-11-23,Vencida
606,1417,15,19249.96,2025-11-15,Vencida
607,949,2,10574.43,2024-01-18,Vencida
608,522,17,17709.92,2023-07-24,Castigada
609,692,14,7831.01,2025-03-14,Vencida
610,937,15,9850.77,2024-02-02,Vencida
611,303,11,11768.79,2024-08-13,Vencida
612,1530,7,19505.71,2024-06-30,Vencida
613,1331,19,16635.41,2024-09-06,Castigada
614,1707,16,4820.1,2025-04-24,Vigente
615,712,8,13761.21,2023-01-20,Vencida
616,1598,5,3173.01,2025-09-05,Vencida
617,1673,10,18939.57,2025-11-01,Vencida
618,186,5,5585.9,2025-02-21,Vencida
619,574,11,13050.87,2024-10-10,Vigente
620,679,13,14341.83,2023-09-03,Vencida
621,1523,19,16522.38,2023-09-03,Castigada
622,1786,14,3917.78,2024-01-06,Vencida
623,1763,16,15341.01,2024-05-12,Vigente
624,73,7,19257.06,2022-12-31,Castigada
625,1813,1,13200.0,2024-03-25,Vigente
626,1619,1,6913.4,2023-11-23,Vencida
627,1266,14,6682.15,2023-03-09,Vencida
628,1265,14,14817.86,2024-04-03,Vencida
629,6,10,3137.07,2023-07-08,Castigada
630,1908,4,15317.65,2024-10-27,Vigente
631,970,20,10925.85,2025-02-17,Vencida
632,915,19,13930.54,2023-01-30,Vencida
633,1078,15,10197.33,2024-12-02,Vencida
634,1546,8,942.53,2023-12-30,Vencida
635,1989,9,14466.74,2025-05-19,Vencida
636,1432,8,18695.36,2025-10-08,Vigente
637,1421,8,16256.0,2025-03-13,Vigente
638,727,16,13016.6,2024-08-01,Vigente
639,70,6,12038.49,2025-01-20,Vencida
640,1164,8,5489.75,2025-10-24,Vencida
641,286,18,8835.72,2023-10-29,Vencida
642,517,2,17278.0,2025-12-11,Vencida
643,1979,16,18852.04,2024-03-18,Vencida
644,1485,16,13674.33,2024-03-04,Vencida
645,1334,3,1595.0,2025-02-06,Vencida
646,1773,11,16699.08,2024-03-16,Vencida
647,1713,17,2157.81,2025-12-01,Castigada
648,27,18,12704.88,2025-02-15,Vencida
649,1205,2,14610.98,2025-10-09,Vencida
650,242,1,10054.78,2025-01-18,Vencida
651,1749,13,7961.03,2023-01-20,Vencida
652,790,20,15615.12,2023-01-12,Castigada
653,1709,8,15674.56,2024-04-10,Vencida
654,1786,14,17095.33,2025-04-20,Vencida
655,1399,13,19778.99,2023-03-14,Vigente
656,1294,14,17186.42,2024-12-25,Vencida
657,1033,5,4172.95,2025-05-06,Vencida
658,89,3,13654.27,2024-10-25,Vencida
659,567,2,8834.95,2024-08-16,Vencida
660,1820,13,16015.45,2025-12-10,Vencida
661,18,13,18763.82,2023-11-09,Vencida
662,317,18,742.36,2023-11-14,Vigente
663,1279,8,16536.4,2025-11-03,Vencida
664,778,10,17163.67,2025-04-08,Vencida
665,78,20,7624.37,2024-06-17,Vencida
666,534,20,3037.69,2024-03-12,Vencida
667,1937,16,12743.24,2025-09-09,Vencida
668,1660,2,5101.8,2023-04-05,Vencida
669,517,19,9537.79,2024-10-03,Vencida
670,78,1,2944.85,2023-01-14,Vencida
671,1593,4,10592.95,2023-07-29,Vencida
672,976,3,3894.62,2023-09-03,Vigente
673,629,19,19353.63,2023-02-08,Vencida
674,1895,20,8847.87,2023-09-12,Vencida
675,1745,9,8778.96,2025-03-21,Vencida
676,1108,16,10327.87,2025-06-23,Vencida
677,1039,2,7241.58,2023-08-13,Vigente
678,140,17,5260.75,2022-12-04,Vigente
679,1645,20,18365.97,2024-11-14,Vencida
680,105,6,15638.66,2025-06-27,Vencida
681,1565,20,19114.5,2025-01-05,Vencida
682,1159,5,13056.72,2025-07-31,Vencida
683,1836,19,8027.39,2024-10-21,Vencida
684,1766,10,9329.07,2025-08-27,Vencida
685,696,20,19613.22,2025-08-08,Castigada
686,1778,20,5941.69,2025-08-21,Castigada
687,811,12,3218.21,2025-12-08,Vencida
688,54,19,3375.73,2022-12-16,Vigente
689,531,1,18771.13,2025-10-14,Vigente
690,1327,10,7090.92,2025-08-16,Vencida
691,1258,7,2157.37,2025-03-05,Vencida
692,1092,16,1459.32,2025-01-14,Vencida
693,51,20,5079.39,2025-02-23,Vencida
694,1825,15,1299.81,2023-03-17,Vigente
695,1107,18,5667.0,2023-10-08,Castigada
696,1504,15,18590.97,2025-08-28,Vencida
697,371,11,15849.16,2025-03-23,Vencida
698,179,13,14898.35,2022-12-18,Vencida
699,1791,4,12046.61,2024-03-12,Vencida
700,341,9,16138.06,2025-05-10,Vencida
701,135,15,7985.37,2024-05-03,Vencida
702,853,13,6985.95,2025-11-06,Vencida
703,904,1,4936.12,2025-07-07,Vencida
704,903,6,6855.17,2025-03-06,Vencida
705,1006,5,8461.59,2025-07-10,Vencida
706,1426,19,19147.79,2025-07-07,Vencida
707,1061,9,4516.2,2024-07-08,Castigada
708,728,5,19127.52,2024-01-10,Vigente
709,271,5,3225.08,2024-08-26,Castigada
710,882,17,9870.93,2023-08-16,Vencida
711,1075,7,1874.89,2023-09-11,Vigente
712,1931,8,17934.46,2024-08-27,Castigada
713,1712,18,11597.19,2025-02-12,Castigada
714,387,10,6078.38,2023-05-21,Vencida
715,1807,20,4185.24,2024-06-15,Vigente
716,1002,15,16123.85,2024-10-09,Vigente
717,1322,11,13863.54,2023-06-09,Vencida
718,817,9,15426.69,2022-12-27,Vencida
719,1363,12,5393.58,2023-02-09,Vigente
720,1813,17,16033.57,2022-12-10,Vencida
721,1700,6,15544.21,2024-06-17,Vencida
722,1731,2,9882.21,2024-02-13,Vencida
723,395,19,19121.37,2025-04-30,Vencida
724,389,16,9636.51,2025-08-09,Vencida
725,1831,15,16055.75,2023-05-15,Vencida
726,408,12,12710.56,2024-05-02,Vigente
727,1362,19,12908.14,2024-04-23,Castigada
728,903,11,6434.1,2023-04-22,Vencida
729,557,4,2679.56,2025-06-23,Vencida
730,1915,6,16217.23,2025-06-17,Vencida
731,1453,18,2541.16,2025-01-04,Vencida
732,1786,16,5656.28,2024-05-21,Castigada
733,1626,11,453.81,2024-09-23,Vencida
734,466,6,1205.81,2025-11-20,Vencida
735,1152,11,11621.05,2024-11-08,Vencida
736,183,14,3281.28,2023-05-16,Vigente
737,885,12,17308.67,2025-08-19,Vigente
738,816,17,11018.03,2024-03-13,Vencida
739,1162,11,9170.21,2023-06-10,Vencida
740,886,17,9515.53,2024-10-24,Vencida
741,1684,8,17369.45,2024-10-31,Vencida
742,1691,18,16013.51,2023-02-13,Vencida
743,1167,8,11645.83,2025-02-10,Vencida
744,388,9,13484.75,2025-10-02,Vencida
745,1816,9,16323.64,2024-04-01,Castigada
746,1083,3,14047.37,2025-06-24,Vencida
747,988,8,665.86,2023-01-21,Vencida
748,1777,17,18830.4,2024-08-27,Vigente
749,1743,15,19685.23,2024-01-11,Vencida
750,1593,7,9352.28,2025-10-10,Vigente
751,1243,2,1630.99,2025-03-24,Vencida
752,1072,5,17224.06,2024-05-17,Vencida
753,150,8,7035.43,2023-11-29,Vencida
754,1177,15,1775.1,2025-08-02,Vencida
755,192,14,19712.97,2024-10-03,Vencida
756,700,13,16746.09,2023-10-30,Vencida
757,1515,15,19545.73,2023-04-27,Vigente
758,475,2,6846.42,2023-05-05,Vencida
759,1944,5,12958.72,2025-02-14,Vencida
760,1551,8,12461.23,2024-03-20,Vencida
761,1841,19,7617.18,2025-03-14,Vencida
762,1995,20,6663.72,2023-10-23,Vencida
763,1104,17,11420.23,2025-01-09,Vencida
764,782,12,15775.94,2023-03-19,Vencida
765,1488,5,6272.2,2023-04-28,Vigente
766,1894,14,3931.49,2025-08-01,Vencida
767,405,12,11173.04,2024-05-25,Vencida
768,1316,8,10196.45,2024-02-17,Vencida
769,1246,19,19022.49,2024-12-15,Vencida
770,367,20,7668.01,2023-06-27,Vencida
771,1867,6,12675.38,2023-09-16,Vencida
772,1259,15,5609.37,2023-08-04,Vigente
773,216,16,8478.16,2024-12-07,Vencida
774,1767,11,7460.13,2023-04-19,Vigente
775,1474,1,15645.63,2024-01-18,Vencida
776,638,14,10382.87,2023-06-23,Vencida
777,891,2,11465.99,2025-12-15,Castigada
778,1884,3,7258.92,2023-03-01,Vigente
779,1137,7,19359.62,2024-11-19,Vencida
780,437,9,9077.61,2023-11-10,Vencida
781,1082,15,18408.72,2024-12-07,Vencida
782,1134,2,19231.34,2024-08-05,Vencida
783,861,6,18171.49,2024-11-12,Vencida
784,608,20,1074.85,2023-07-04,Vencida
785,175,8,13369.04,2023-04-26,Vigente
786,1787,20,10393.84,2023-11-14,Vencida
787,763,2,10453.33,2024-02-12,Vencida
788,1122,17,9051.14,2023-01-07,Vencida
789,1584,16,18380.86,2025-11-12,Vencida
790,1256,13,13949.9,2024-03-06,Castigada
791,1376,9,12133.54,2025-11-22,Vencida
792,1000,19,19366.11,2024-06-15,Vencida
793,355,4,11449.17,2024-08-25,Vencida
794,585,11,11348.77,2023-03-26,Vencida
795,724,10,10545.91,2024-09-17,Vigente
796,1628,6,15994.07,2024-09-05,Vencida
797,1777,5,12625.88,2025-03-29,Vencida
798,608,6,14880.84,2024-08-28,Vencida
799,1201,20,1046.84,2024-10-24,Castigada
800,1196,8,3891.29,2024-10-01,Castigada
801,857,17,19298.98,2025-07-29,Vencida
802,1110,1,17354.6,2024-02-15,Vencida
803,1241,15,820.08,2024-04-21,Vencida
804,292,1,17872.28,2025-02-16,Vencida
805,750,3,4228.18,2024-05-11,Vencida
806,1724,13,1153.21,2023-05-26,Vigente
807,599,20,16476.01,2024-12-02,Vencida
808,405,12,9820.0,2024-06-17,Vencida
809,575,19,8429.18,2025-11-12,Vencida
810,1754,10,606.93,2025-08-02,Vencida
811,854,16,7787.29,2024-08-25,Vencida
812,1571,10,6548.98,2024-03-07,Castigada
813,1799,11,11586.01,2025-07-04,Vencida
814,693,20,5693.83,2024-02-07,Vigente
815,1283,9,997.84,2023-07-24,Vigente
816,1044,20,15793.45,2024-03-28,Vencida
817,1731,3,6663.72,2025-10-18,Vencida
818,695,16,8933.07,2025-05-26,Vencida
819,519,9,19177.84,2024-11-16,Vencida
820,720,6,18208.12,2023-03-27,Vencida
821,1592,2,6160.57,2024-09-12,Vigente
822,656,4,19379.98,2023-06-02,Vencida
823,1299,18,1005.46,2025-08-03,Vencida
824,1773,7,11366.35,2023-04-26,Vencida
825,1222,8,1377.66,2023-04-13,Vencida
826,1938,18,12889.57,2023-03-13,Vencida
827,882,9,13909.14,2022-12-15,Vencida
828,1527,10,15561.7,2025-05-02,Vencida
829,1366,17,14987.81,2023-09-15,Castigada
830,856,20,8618.74,2025-06-19,Castigada
831,89,17,18069.82,2025-10-24,Vigente
832,1365,10,670.63,2025-01-12,Vencida
833,902,16,12260.8,2023-01-18,Vencida
834,539,13,12916.19,2023-01-21,Vencida
835,1247,1,17819.27,2025-11-04,Vencida
836,891,9,2293.91,2024-10-10,Vigente
837,836,7,14902.87,2023-12-15,Vencida
838,162,17,7456.25,2025-08-11,Vencida
839,50,4,3612.57,2023-08-09,Vencida
840,474,11,1199.86,2023-06-11,Vigente
841,1189,5,3644.65,2023-01-05,Vigente
842,790,14,14466.42,2023-07-19,Vencida
843,1589,20,12002.56,2025-06-10,Vigente
844,1503,1,8636.7,2024-01-10,Vencida
845,1347,15,17455.01,2025-05-05,Vencida
846,1215,5,11763.95,2023-12-20,Vencida
847,1733,13,17154.24,2023-12-08,Vencida
848,82,5,9872.77,2025-06-23,Vigente
849,1355,13,6361.7,2023-04-12,Vigente
850,1851,14,3129.24,2025-06-10,Vencida
851,1372,12,11621.13,2023-10-13,Vencida
852,1344,6,4099.64,2023-05-28,Vencida
853,109,20,19305.27,2023-09-08,Vencida
854,1073,17,502.9,2024-07-18,Vencida
855,489,4,10446.99,2023-04-21,Vencida
856,73,15,12080.64,2025-10-05,Vencida
857,459,18,7460.44,2024-10-06,Vencida
858,560,8,14653.03,2022-12-03,Castigada
859,548,14,4675.35,2025-06-25,Vencida
860,1841,10,11402.11,2024-01-02,Vencida
861,527,10,1506.85,2022-12-16,Vigente
862,1283,11,14970.55,2025-10-10,Vencida
863,1353,15,6871.53,2022-12-04,Vencida
864,200,13,15247.24,2025-05-20,Vencida
865,1168,1,18376.66,2024-08-23,Vencida
866,1446,14,11702.46,2025-08-02,Vencida
867,807,4,16696.79,2023-12-01,Vencida
868,1523,11,16472.17,2022-12-10,Vencida
869,265,6,4118.89,2023-03-14,Vencida
870,922,9,7469.38,2023-11-15,Vencida
871,1864,19,17353.17,2024-10-01,Vigente
872,733,10,5103.77,2023-07-17,Vigente
873,132,14,10186.64,2025-01-17,Vencida
874,1219,8,17589.58,2024-12-30,Vencida
875,1018,14,18279.91,2025-05-31,Vencida
876,1775,10,1904.03,2023-02-24,Vencida
877,544,8,8149.32,2024-07-13,Vencida
878,536,20,17169.94,2023-03-12,Vigente
879,165,9,320.83,2023-10-24,Vencida
880,102,3,9665.09,2025-04-20,Vencida
881,1726,17,197.78,2023-12-24,Vencida
882,180,6,18374.34,2024-03-11,Vencida
883,1083,9,3432.83,2025-03-07,Vencida
884,1316,3,12331.5,2024-08-22,Castigada
885,419,17,10228.96,2025-10-29,Vencida
886,231,7,4172.86,2023-11-19,Vencida
887,1450,1,3269.24,2025-07-30,Castigada
888,407,12,2879.69,2025-08-11,Vigente
889,118,20,7185.17,2024-06-24,Vigente
890,175,12,15799.52,2024-09-12,Vigente
891,653,7,358.17,2024-02-04,Vencida
892,1574,5,4056.26,2022-12-14,Vencida
893,1191,20,19197.76,2024-07-01,Vencida
894,876,7,12332.27,2025-05-04,Vencida
895,29,2,13641.01,2024-02-16,Vencida
896,498,4,5104.7,2025-05-04,Vencida
897,1565,8,9705.21,2023-02-27,Vencida
898,763,11,7654.32,2025-03-25,Vencida
899,700,7,2700.21,2023-06-19,Vencida
900,826,6,15104.72,2024-05-20,Vigente
901,840,1,3275.45,2024-06-12,Vigente
902,1747,9,17139.35,2024-05-07,Vigente
903,384,11,3090.71,2024-05-09,Vencida
904,614,11,17782.45,2024-12-06,Castigada
905,842,10,19796.83,2024-07-08,Vencida
906,459,14,15027.4,2023-11-05,Castigada
907,84,4,11984.94,2024-09-02,Vencida
908,1045,5,10392.98,2023-01-17,Vencida
909,1303,16,15780.44,2024-02-25,Vigente
910,1194,7,5413.16,2024-08-19,Vencida
911,1926,10,2648.72,2023-03-25,Vencida
912,1632,12,7995.07,2025-06-18,Vencida
913,639,16,18590.63,2024-02-03,Vencida
914,1335,13,5943.4,2025-05-09,Vigente
915,1195,4,15203.47,2025-04-28,Vencida
916,902,3,12911.19,2023-06-30,Vigente
917,1341,3,3794.68,2025-12-05,Vencida
918,1578,10,8794.43,2024-09-18,Vencida
919,1489,16,9988.97,2023-12-24,Vencida
920,105,14,13675.35,2024-06-08,Vigente
921,1195,1,1065.14,2023-02-24,Vencida
922,311,17,19018.96,2025-05-25,Vencida
923,807,2,7478.77,2025-02-19,Vigente
924,1680,11,5328.85,2025-08-22,Vencida
925,1598,17,5878.06,2023-09-23,Vencida
926,557,6,10384.52,2023-11-27,Vencida
927,1005,4,12105.96,2023-01-25,Vencida
928,278,16,15064.25,2024-08-12,Vigente
929,1064,4,15688.28,2023-09-01,Vencida
930,842,5,9304.98,2023-04-04,Vencida
931,102,1,11115.06,2024-10-16,Vigente
932,1128,4,18868.05,2024-09-04,Vencida
933,623,19,9071.19,2024-06-01,Vencida
934,1989,7,10940.46,2023-12-21,Vencida
935,1454,11,1624.17,2024-12-21,Vencida
936,954,4,9620.95,2025-12-09,Vencida
937,1319,3,17396.72,2023-05-26,Vencida
938,1659,9,11043.79,2024-10-22,Vencida
939,664,6,13915.43,2025-01-05,Castigada
940,580,20,17077.21,2023-04-02,Vencida
941,783,7,7935.05,2024-02-28,Vencida
942,1137,14,10391.01,2025-01-20,Castigada
943,78,5,13457.83,2025-09-24,Castigada
944,37,6,18918.69,2025-03-12,Vencida
945,61,10,10683.81,2025-05-25,Vencida
946,518,14,19263.21,2024-04-16,Vencida
947,1523,3,1987.74,2025-10-30,Vencida
948,139,2,5984.82,2024-04-17,Vigente
949,58,11,9907.32,2024-06-18,Vencida
950,1950,7,581.05,2025-05-27,Vencida
951,1423,10,14778.34,2025-03-23,Castigada
952,163,17,8252.43,2023-05-05,Vencida
953,787,9,7023.3,2023-12-22,Vigente
954,299,15,14284.75,2025-10-04,Vencida
955,511,4,585.49,2025-09-28,Vencida
956,90,4,6785.47,2025-12-10,Vigente
957,195,14,14100.61,2025-07-28,Vencida
958,1685,18,13155.77,2023-07-15,Vencida
959,1516,9,11759.08,2023-09-10,Vencida
960,1241,19,19362.13,2025-06-02,Vigente
961,1156,3,14405.33,2024-10-28,Vencida
962,1691,10,2415.49,2025-02-03,Vigente
963,173,8,17276.65,2025-03-28,Castigada
964,695,8,5942.97,2025-10-31,Castigada
965,1544,9,19745.18,2024-03-07,Vencida
966,448,5,10106.7,2025-03-16,Vencida
967,446,15,13638.77,2025-03-14,Vencida
968,1668,14,17840.03,2025-01-11,Vencida
969,907,7,11676.54,2023-09-19,Castigada
970,701,13,19591.1,2023-04-28,Vencida
971,1889,17,19560.0,2023-12-07,Vigente
972,908,1,10354.01,2024-10-01,Vigente
973,1205,15,1857.28,2023-11-09,Vigente
974,198,5,5525.0,2025-11-14,Vigente
975,998,7,6287.82,2025-10-25,Vencida
976,1149,11,18639.18,2024-10-04,Vencida
977,1581,11,6163.87,2024-09-29,Vigente
978,257,13,11371.09,2025-03-27,Vencida
979,685,16,5502.9,2024-12-14,Vigente
980,508,2,5868.38,2024-06-28,Vencida
981,202,5,16904.69,2024-01-25,Vigente
982,317,4,6007.96,2024-05-09,Vigente
983,546,9,7666.08,2023-01-29,Vencida
984,903,12,4104.11,2023-06-15,Vencida
985,1595,20,8601.94,2024-12-04,Castigada
986,638,12,19975.22,2023-07-15,Vencida
987,217,3,2133.58,2023-04-21,Vencida
988,1892,7,3489.76,2025-12-05,Vencida
989,1959,8,15985.47,2024-02-04,Vigente
990,344,15,12722.68,2023-01-18,Vencida
991,1759,18,16268.6,2025-11-09,Vencida
992,1444,7,9695.58,2023-08-27,Vencida
993,1927,11,12473.71,2024-06-16,Castigada
994,1759,11,19626.2,2024-03-04,Vencida
995,1932,20,10105.65,2025-04-16,Vencida
996,1339,7,12345.26,2024-10-19,Vencida
997,1159,1,15221.78,2025-04-26,Vigente
998,1692,19,11233.66,2022-11-24,Vencida
999,663,11,9380.73,2024-03-26,Vencida
1000,425,6,1236.49,2023-02-02,Vencida
1001,1947,2,17933.06,2024-07-22,Vencida
1002,395,10,13633.4,2024-07-10,Vencida
1003,1761,20,11226.19,2023-08-13,Vencida
1004,322,2,7287.68,2023-07-31,Vigente
1005,132,4,7786.89,2025-09-04,Vencida
1006,254,4,6292.45,2025-04-12,Vencida
1007,637,10,19126.69,2023-12-27,Vencida
1008,687,3,8613.65,2025-07-22,Vencida
1009,767,5,1948.95,2024-11-17,Vencida
1010,1886,1,3408.21,2025-12-11,Vencida
1011,1617,6,6977.79,2023-05-01,Vencida
1012,1968,4,5700.8,2025-07-13,Vigente
1013,184,7,14919.6,2025-06-19,Vencida
1014,1756,1,11500.92,2022-11-23,Vencida
1015,1898,12,18526.95,2024-12-02,Vencida
1016,837,17,6289.26,2025-11-08,Vigente
1017,826,13,18606.24,2023-02-16,Vigente
1018,794,4,2743.4,2023-01-27,Vencida
1019,1228,17,9443.24,2025-01-11,Vencida
1020,113,2,9112.15,2023-01-15,Vencida
1021,863,3,19502.6,2025-11-12,Vencida
1022,330,11,2112.63,2025-11-25,Castigada
1023,1634,3,11725.2,2024-07-09,Vencida
1024,414,8,1008.83,2023-06-20,Vencida
1025,79,3,196.57,2024-03-30,Vencida
1026,242,1,1885.64,2023-09-15,Vencida
1027,1213,14,16167.12,2024-05-12,Vencida
1028,1865,18,5108.99,2023-07-26,Vencida
1029,967,6,19790.15,2024-06-28,Vigente
1030,506,16,1002.81,2024-05-10,Vencida
1031,1997,10,18797.77,2023-09-17,Vigente
1032,1958,20,12283.45,2023-06-18,Vencida
1033,834,2,1520.89,2024-04-17,Vencida
1034,1037,4,19983.53,2025-08-17,Vigente
1035,1931,15,8763.72,2024-01-02,Vencida
1036,1180,17,11960.09,2024-01-09,Vencida
1037,1926,15,14331.18,2023-03-05,Vigente
1038,610,19,544.36,2024-12-26,Vencida
1039,1213,7,15182.01,2023-03-20,Vigente
1040,1442,12,7980.75,2024-05-09,Vencida
1041,123,19,12146.33,2025-11-02,Vencida
1042,1403,14,11924.38,2024-05-21,Vencida
1043,1820,16,18932.0,2024-06-22,Vencida
1044,1034,4,17302.87,2023-05-02,Vencida
1045,1813,2,4226.49,2025-11-25,Vencida
1046,1621,4,11978.61,2023-03-16,Vencida
1047,1875,18,616.04,2024-05-19,Vencida
1048,868,19,16233.25,2025-10-07,Vigente
1049,1878,18,5651.8,2024-04-01,Vencida
1050,805,15,12276.16,2023-05-27,Castigada
1051,379,20,12711.51,2025-02-25,Vigente
1052,1382,19,8686.31,2023-11-03,Vencida
1053,698,13,2676.91,2022-11-18,Vencida
1054,807,15,13947.59,2023-07-23,Vencida
1055,1120,19,16051.28,2024-01-21,Castigada
1056,1448,9,18011.29,2024-07-20,Vencida
1057,1117,14,10189.14,2024-11-19,Vigente
1058,946,3,906.3,2024-01-12,Vencida
1059,162,10,6070.05,2024-07-04,Vigente
1060,1892,1,15508.02,2023-02-06,Vigente
1061,1070,11,14940.57,2023-05-04,Vencida
1062,815,19,7848.4,2025-05-21,Castigada
1063,1992,7,14780.49,2023-07-13,Vencida
1064,454,8,16433.03,2023-02-05,Vencida
1065,41,14,13267.77,2024-01-10,Vigente
1066,1520,15,2499.57,2024-01-04,Vencida
1067,1886,11,19355.29,2024-08-20,Vencida
1068,270,5,10491.51,2025-10-16,Vencida
1069,185,10,7568.14,2023-11-01,Vencida
1070,477,5,1560.75,2024-11-09,Vencida
1071,1641,11,5731.94,2023-05-18,Vencida
1072,1123,5,10354.48,2025-02-07,Vencida
1073,717,3,8955.08,2023-03-30,Vencida
1074,78,5,13321.49,2024-02-09,Vencida
1075,47,13,3372.02,2025-09-30,Vencida
1076,188,8,12304.06,2023-02-22,Vencida
1077,420,12,8747.18,2024-06-13,Vencida
1078,928,12,10569.69,2023-08-09,Vencida
1079,1817,7,1846.79,2024-10-01,Vencida
1080,1794,19,13794.8,2023-07-30,Vigente
1081,1251,5,327.25,2025-10-14,Vigente
1082,442,8,5407.08,2025-05-23,Vencida
1083,217,7,11888.99,2024-07-12,Vigente
1084,1164,7,11337.7,2025-02-25,Vencida
1085,1505,18,9026.83,2025-09-18,Vencida
1086,461,10,880.54,2025-11-12,Vencida
1087,1810,13,4159.07,2023-11-16,Vigente
1088,765,11,8002.71,2023-10-27,Vencida
1089,1472,20,7686.16,2023-08-21,Vigente
1090,435,17,1503.61,2025-03-20,Vencida
1091,1597,4,12114.64,2025-09-21,Castigada
1092,724,12,12913.72,2025-09-04,Vencida
1093,1603,2,13923.59,2023-07-16,Vencida
1094,620,15,9865.0,2023-10-13,Vencida
1095,1702,16,15734.62,2023-02-06,Vigente
1096,1368,4,12946.18,2024-05-28,Castigada
1097,598,18,11575.46,2023-12-19,Vencida
1098,113,18,17691.52,2024-04-01,Vigente
1099,856,11,3340.13,2025-12-07,Vencida
1100,1215,11,9735.67,2024-01-18,Vigente
1101,1779,10,9691.75,2023-07-21,Castigada
1102,633,12,11305.97,2023-11-07,Castigada
1103,614,4,11777.0,2024-01-06,Vencida
1104,285,8,18056.75,2024-03-24,Vencida
1105,1809,13,16925.65,2025-05-22,Vencida
1106,1263,12,14025.04,2024-04-18,Vencida
1107,803,17,12850.63,2024-01-20,Vencida
1108,665,5,7559.3,2024-05-08,Vencida
1109,1803,4,19497.04,2025-05-20,Vencida
1110,116,9,8954.13,2023-02-25,Vigente
1111,1751,17,18236.36,2024-01-22,Vencida
1112,14,2,17357.8,2023-08-24,Vencida
1113,1071,16,13710.14,2025-05-07,Vigente
1114,1932,15,3007.13,2023-02-26,Vencida
1115,324,5,18387.03,2025-12-11,Vencida
1116,59,16,7450.25,2023-12-01,Vencida
1117,1762,17,15609.78,2023-08-18,Vencida
1118,1633,10,5293.32,2025-12-07,Vencida
1119,1824,13,10056.11,2024-10-26,Vigente
1120,279,5,6119.05,2025-11-03,Vencida
1121,622,15,16614.86,2024-07-08,Castigada
1122,223,5,12234.45,2023-09-09,Vencida
1123,852,13,6722.51,2025-08-04,Vencida
1124,1661,8,556.65,2025-12-08,Vencida
1125,1681,20,11458.36,2022-12-28,Vigente
1126,91,7,3641.84,2023-03-01,Vencida
1127,597,9,6942.8,2024-12-20,Vigente
1128,1532,16,3562.85,2023-02-12,Vigente
1129,1832,6,2847.13,2023-02-24,Vigente
1130,1587,9,19194.85,2024-05-29,Vencida
1131,1253,12,721.64,2024-02-24,Vigente
1132,705,20,2213.39,2024-08-02,Vencida
1133,409,1,9512.69,2024-12-09,Vencida
1134,1094,9,6341.55,2023-11-01,Vencida
1135,628,13,3003.81,2023-04-21,Castigada
1136,592,9,5177.03,2024-11-01,Vigente
1137,1543,2,11619.89,2023-09-03,Vencida
1138,1942,16,3280.97,2022-12-15,Vencida
1139,446,7,14096.26,2024-01-24,Vencida
1140,1017,14,10625.84,2024-04-09,Vencida
1141,1885,20,1527.98,2024-07-31,Vencida
1142,887,8,13737.87,2025-02-24,Vigente
1143,825,12,11062.15,2024-03-09,Vencida
1144,997,6,19692.75,2024-05-26,Vigente
1145,1569,10,17373.36,2024-07-19,Vencida
1146,1440,13,7953.13,2024-05-06,Vigente
1147,1917,20,4335.06,2024-06-30,Vencida
1148,1298,5,19165.72,2024-09-12,Vencida
1149,1087,9,2918.42,2023-01-20,Vencida
1150,42,6,1096.17,2025-01-18,Vencida
1151,1362,3,15085.97,2023-10-11,Vencida
1152,1383,19,11482.15,2024-11-23,Vigente
1153,1426,10,9060.7,2024-02-01,Vigente
1154,1163,10,8565.14,2023-10-13,Vencida
1155,53,10,15732.88,2025-01-03,Vigente
1156,1704,19,14379.35,2025-11-19,Castigada
1157,1707,17,13772.11,2025-01-23,Vencida
1158,874,9,855.99,2025-07-20,Vencida
1159,1447,13,969.46,2024-08-16,Vencida
1160,1532,8,8494.55,2025-06-08,Vencida
1161,592,4,314.07,2023-03-17,Vencida
1162,512,2,12607.97,2024-03-25,Vencida
1163,580,8,6306.09,2023-10-26,Vencida
1164,110,13,4343.14,2022-11-25,Vencida
1165,833,15,16478.07,2023-04-06,Vencida
1166,1983,19,2456.63,2024-06-22,Vencida
1167,327,3,19051.49,2024-04-30,Vencida
1168,1353,14,14864.39,2022-12-01,Castigada
1169,1448,13,16572.09,2025-04-02,Vigente
1170,825,15,14518.02,2025-07-17,Vencida
1171,1790,9,13781.75,2023-04-18,Vigente
1172,443,6,13035.41,2025-10-09,Vencida
1173,1501,7,4837.33,2023-05-07,Vencida
1174,947,20,9354.94,2023-02-22,Vigente
1175,1376,2,8096.31,2023-05-02,Vencida
1176,1201,3,18882.96,2025-10-13,Vencida
1177,900,7,8430.61,2025-03-10,Vencida
1178,618,2,13793.57,2024-06-11,Vencida
1179,1008,18,14622.7,2025-10-06,Vencida
1180,1075,6,2799.62,2024-07-31,Vencida
