promesa_id,customer_id,debt_id,monto_prometido,fecha_promesa
731,1199,83,1647.65,2025-05-17
732,581,556,2566.06,2025-03-30
733,1170,4115,203.08,2025-09-20
734,403,2702,489.22,2025-01-23
735,910,2684,1425.2,2025-08-14
736,1281,3228,677.09,2025-10-07
737,590,36,2763.3,2025-01-07
738,1731,3437,3219.41,2025-05-02
739,140,4412,4956.7,2025-09-01
740,732,3805,4271.96,2025-06-16
741,1700,2922,4018.0,2025-08-26
742,1067,873,1362.08,2025-05-23
743,747,1774,2354.01,2025-06-23
744,357,2446,4748.87,2025-08-24
745,1821,3602,1632.47,2025-04-24
746,723,606,3743.02,2025-10-09
747,1677,1467,1170.81,2025-06-02
748,934,3077,4444.7,2025-02-22
749,1913,399,376.74,2025-08-17
750,1263,2380,2647.69,2025-04-18
751,1859,3306,4897.94,2025-02-24
752,1368,4287,915.25,2025-01-26
753,1548,2233,4937.41,2024-11-17
754,550,3958,2226.18,2025-05-01
755,387,1033,2325.03,2025-08-12
756,472,2640,2771.59,2025-06-28
757,1172,796,4070.76,2025-01-09
758,987,2181,1437.88,2025-10-17
759,49,3484,2896.86,2025-05-08
760,1671,3210,4618.69,2025-06-06
761,1356,3799,387.45,2025-08-29
762,841,3047,660.76,2025-03-22
763,1212,4119,3691.17,2025-05-29
764,256,2369,1845.83,2024-12-18
765,1501,4082,3084.7,2025-05-09
766,1374,4202,3232.59,2025-10-03
767,1959,1415,2699.68,2025-01-14
768,530,403,3731.41,2025-03-23
769,863,1841,1887.74,2025-09-04
770,1955,2988,1082.86,2024-11-23
771,1226,1622,3405.27,2025-09-30
772,756,3380,4167.54,2025-06-14
773,1631,979,77.47,2025-06-18
774,1976,1496,3111.38,2025-06-29
775,436,3255,225.19,2025-09-16
776,1516,1272,4870.17,2025-04-24
777,1733,648,4612.0,2025-08-08
778,1003,3257,871.93,2025-05-26
779,279,1722,3483.61,2024-11-20
780,11,1838,3155.4,2024-12-02
781,1419,3850,2976.84,2025-06-03
782,1288,924,3382.92,2025-04-04
783,107,2037,2271.61,2025-01-17
784,1011,3266,3059.92,2025-02-01
785,868,612,1728.25,2025-03-29
786,1548,3317,2362.26,2025-03-13
787,1272,1821,3915.51,2025-05-08
788,570,4120,3907.95,2025-08-07
789,1876,1175,4828.23,2025-10-15
790,470,1406,2516.29,2025-08-02
791,1082,933,2702.37,2025-06-05
792,1797,3472,692.8,2025-03-02
793,1210,2335,1233.76,2025-04-23
794,280,547,4423.75,2025-09-30
795,1366,3965,3849.03,2024-11-20
796,1649,3870,4354.23,2025-01-08
797,110,729,60.79,2025-10-18
798,922,2334,2728.74,2025-04-19
799,1701,1712,1891.6,2024-11-28
800,1367,1576,2401.55,2025-01-20
801,108,1923,2148.44,2024-11-17
802,643,700,3882.79,2024-12-16
803,1139,4349,2481.01,2025-05-25
804,1815,2169,834.69,2024-11-25
805,1808,850,336.91,2025-02-19
806,452,4021,4279.7,2025-06-14
807,74,2833,3334.8,2025-07-11
808,1009,2738,1685.1,2025-08-10
809,1968,4258,281.62,2025-06-12
810,716,3805,2491.23,2025-05-21
811,1976,4274,4006.78,2025-05-19
812,1577,1829,1865.09,2025-02-04
813,82,1761,2963.04,2025-08-11
814,793,3545,1173.21,2024-11-29
815,759,863,819.48,2025-01-22
816,245,3593,2906.58,2025-06-04
817,1266,2250,4163.2,2025-07-20
818,476,2987,2018.31,2024-12-28
819,684,76,1178.61,2025-07-20
820,985,1310,3112.84,2025-07-07
821,1530,2731,923.33,2025-10-13
822,917,3336,193.51,2025-08-26
823,1646,3579,3172.27,2025-04-18
824,1704,3086,2895.91,2024-11-25
825,1089,1654,4521.95,2025-04-01
826,414,862,3008.46,2025-10-17
827,1812,3749,2129.07,2025-03-29
828,1161,3526,1212.01,2025-02-26
829,1581,3007,2655.48,2024-12-16
830,48,93,217.33,2025-03-25
831,749,1323,3632.11,2024-12-09
832,1176,1619,2130.38,2025-04-02
833,1674,3837,312.11,2025-06-09
834,1569,4020,4592.78,2025-03-29
835,1118,3930,3940.59,2025-10-10
836,1776,2270,3981.04,2025-10-22
837,660,1653,3902.45,2025-03-25
838,1410,1789,3948.83,2025-08-24
839,321,680,2575.81,2025-02-16
840,380,1263,342.4,2025-03-05
841,1488,928,2727.91,2025-08-28
842,1490,2524,3265.11,2025-09-04
843,943,1120,3367.0,2025-08-20
844,24,39,4087.03,2025-07-01
845,1336,3127,2054.68,2024-12-01
846,1082,3117,1052.57,2025-09-27
847,663,2776,2096.34,2025-01-03
848,177,890,2634.18,2025-02-13
849,1283,4355,4279.47,2025-01-07
850,34,1231,2889.42,2025-08-25
851,414,2604,685.33,2024-12-10
852,559,3765,593.39,2025-03-01
853,264,1747,3830.58,2025-02-01
854,543,645,2199.44,2025-04-16
855,958,4399,970.04,2025-09-07
856,596,2176,1209.26,2025-05-05
857,1314,3130,3887.39,2025-05-02
858,1427,986,1981.44,2025-01-11
859,1859,4212,3842.22,2025-01-06
860,1916,4015,332.75,2025-09-05
861,1088,2357,2117.31,2025-03-04
862,1807,3371,486.66,2025-10-05
863,402,4256,1966.29,2025-04-27
864,1488,4322,4940.78,2024-12-07
865,549,1673,1597.85,2025-03-20
866,1069,445,4268.8,2025-11-04
867,1973,727,155.61,2025-09-06
868,164,2472,4807.91,2025-08-27
869,1958,3855,1285.3,2025-08-14
870,302,1440,2787.76,2025-04-29
871,1550,3297,710.14,2024-11-26
872,1106,22,392.82,2025-10-28
873,86,80,978.21,2024-12-17
874,877,4100,3271.81,2025-01-12
875,1617,1121,4305.22,2025-10-18
876,868,1887,3468.31,2025-03-25
877,1312,1435,804.02,2025-10-06
878,543,75,1954.3,2025-05-07
879,1467,247,56.74,2025-07-17
880,514,2689,4664.67,2025-04-02
881,351,1549,731.48,2025-03-28
882,1034,3730,1744.23,2025-01-19
883,224,1276,3320.56,2025-09-04
884,189,4271,3180.98,2025-04-18
885,980,2629,4972.75,2025-01-27
886,835,1282,1248.2,2025-04-15
887,1824,572,4345.26,2025-05-03
888,1300,2846,2901.51,2025-01-05
889,1280,4402,2987.42,2025-09-07
890,1025,1819,465.52,2025-03-12
891,1447,2745,1363.68,2024-11-16
892,1053,2270,4708.91,2025-05-20
893,346,1967,4037.57,2025-10-19
894,1835,1204,3943.62,2025-02-03
895,177,1018,3673.09,2025-04-01
896,1379,31,2092.64,2025-04-06
897,1993,2083,3079.74,2025-07-29
898,1261,3179,1304.17,2025-07-25
899,636,176,222.09,2025-03-08
900,1718,1379,4189.92,2024-12-15
901,1055,3488,200.78,2025-03-27
902,1068,2922,1325.07,2024-12-14
903,955,204,2884.37,2025-05-16
904,869,3769,2692.14,2024-11-16
905,640,3460,4505.53,2024-11-24
906,1258,4088,1128.56,2025-03-19
907,1392,3929,4087.15,2024-11-26
908,1815,2258,2676.42,2025-03-25
909,1003,2813,3950.43,2025-02-04
910,1819,2229,2980.19,2025-02-22
911,1560,366,3011.67,2024-11-30
912,984,2708,4948.06,2025-06-26
913,499,1748,1440.93,2025-03-23
914,519,3666,3995.88,2025-09-12
915,719,704,1756.33,2025-10-14
916,861,1588,4401.36,2024-11-30
917,1161,890,1564.32,2025-02-07
918,855,1612,1469.83,2024-12-18
919,575,78,4830.33,2025-09-20
920,1227,3514,3345.77,2025-05-26
921,879,3594,4200.66,2025-06-05
922,1925,3396,4337.79,2025-09-30
923,222,1842,4012.04,2025-02-01
924,1313,4017,2978.38,2025-10-29
925,1008,2036,4044.71,2025-07-17
926,1046,3823,1783.51,2025-10-10
927,1453,3250,2357.43,2025-01-28
928,1195,4343,2704.1,2025-02-12
929,243,4236,1485.77,2025-07-08
930,1272,2323,1767.32,2025-11-16
931,822,434,1929.3,2025-01-26
932,1647,2568,425.86,2025-03-01
933,903,2934,4781.51,2025-11-03
934,688,1183,1164.98,2025-06-16
935,526,281,4155.68,2025-08-12
936,1838,390,2073.95,2025-09-25
937,1562,2886,1122.38,2025-11-03
938,472,264,1995.67,2025-06-23
939,1416,1618,2239.4,2025-05-10
940,1106,3846,1536.89,2025-07-06
941,1752,1520,444.82,2025-10-18
942,877,1418,80.09,2025-08-24
943,1237,1530,3358.91,2025-05-01
944,1658,2775,4001.5,2025-05-03
945,1301,1351,765.01,2024-12-28
946,885,1374,4274.34,2025-11-03
947,308,1995,3772.02,2024-12-10
948,1097,2816,1287.07,2025-03-30
949,1148,1109,3860.95,2025-04-01
950,246,4052,1999.21,2024-11-16
951,1720,1505,779.08,2025-05-13
952,444,887,2497.91,2025-09-22
953,161,4012,2623.35,2025-09-02
954,1859,2426,595.1,2025-07-02
955,846,1326,2625.14,2025-03-22
956,1233,3625,1509.49,2024-12-24
957,91,3917,1005.94,2025-08-11
958,1474,2330,3020.36,2024-12-02
959,1351,1047,2092.88,2025-05-10
960,1358,3846,1977.72,2025-04-20
961,21,4474,2155.32,2025-06-18
962,828,2021,4675.75,2025-01-16
963,1352,3547,2331.53,2024-11-22
964,1385,1836,3032.58,2025-11-05
965,1222,4392,3046.43,2025-06-04
966,804,2250,3148.35,2025-09-09
967,1900,4271,1786.63,2025-09-10
968,429,1696,4671.66,2024-11-25
969,354,2673,1161.14,2025-06-23
970,1131,1126,4241.5,2025-03-02
971,1709,1157,4387.27,2025-04-23
972,1975,4304,2711.89,2025-11-09
973,676,1614,609.03,2025-03-04
974,911,2272,339.96,2025-06-02
975,1756,2031,566.84,2025-03-04
976,1761,1438,293.37,2024-12-20
977,1390,4321,2541.23,2025-02-25
978,1554,100,4896.15,2025-07-23
979,419,4227,3998.2,2025-11-01
980,1899,2897,3534.85,2024-12-07
981,1403,4400,2533.71,2025-01-27
982,1309,966,1905.39,2025-10-09
983,97,1472,4611.08,2024-11-16
984,713,1283,2259.08,2024-12-03
985,254,939,1847.17,2025-05-18
986,1260,1369,4370.67,2025-08-05
987,1274,1855,1217.21,2025-08-13
988,1211,1734,1391.19,2025-09-19
989,972,959,1884.99,2025-03-22
990,112,1031,1697.77,2025-10-21
991,562,460,2471.51,2024-12-08
992,207,1827,2415.85,2025-09-02
993,1744,49,3420.75,2025-03-02
994,1990,428,4268.17,2025-06-22
995,1697,814,397.71,2024-12-15
996,59,469,3173.02,2025-06-17
997,1677,2954,175.07,2024-11-26
998,371,3297,2949.01,2025-05-11
999,1167,539,4070.8,2025-07-08
1000,720,3223,669.38,2025-07-30
1001,1025,535,726.03,2024-11-24
1002,456,3371,4795.21,2025-02-17
1003,367,3426,941.78,2025-11-07
1004,1913,4121,4207.09,2024-12-10
1005,1210,307,1307.83,2025-10-09
1006,542,4203,2334.4,2025-09-20
1007,820,3885,3945.46,2025-07-16
1008,1907,1131,4542.81,2025-03-20
1009,1425,1993,515.39,2025-07-06
1010,1936,1905,2850.96,2025-05-14
1011,1943,3966,3373.58,2025-11-11
1012,86,331,502.87,2025-04-15
1013,1257,2236,2687.27,2025-04-29
1014,315,1013,1923.66,2025-09-05
1015,79,2034,2194.95,2025-04-15
1016,304,3169,3780.61,2025-08-09
1017,1871,57,118.16,2024-12-18
1018,1053,1109,500.6,2025-06-01
1019,1675,895,831.74,2024-11-16
1020,1104,1294,2290.62,2025-02-14
1021,828,2009,3151.44,2025-11-06
1022,1027,908,1267.07,2025-02-26
1023,27,419,3267.96,2025-11-09
1024,533,2541,2046.77,2025-01-01
1025,784,618,1538.13,2025-04-23
1026,1393,4239,4748.48,2025-07-02
1027,8,3141,1852.3,2025-11-05
1028,19,2107,4869.48,2025-08-27
1029,215,996,1759.76,2025-09-01
1030,466,1261,313.26,2025-08-24
1031,1362,3272,1989.22,2024-11-18
1032,1572,3034,3695.57,2025-06-01
1033,189,2722,809.57,2024-11-26
1034,946,1412,895.45,2025-07-17
1035,121,2574,3266.32,2025-05-29
1036,1329,4338,1565.38,2025-02-08
1037,40,2616,2037.43,2025-06-23
1038,618,4019,1037.15,2025-02-08
1039,221,2315,4741.54,2025-01-10
1040,1962,1347,2549.66,2025-02-19
1041,1682,2347,154.04,2025-09-19
1042,585,3501,3820.65,2025-02-27
1043,1548,837,370.1,2024-11-18
1044,1717,427,1339.87,2025-06-19
1045,36,4241,2922.25,2025-03-05
1046,117,868,1595.65,2025-09-08
1047,241,2615,3187.14,2024-11-23
1048,1163,2560,2431.74,2025-02-08
1049,1523,2961,3248.19,2025-02-20
1050,1804,1609,2077.84,2025-01-20
1051,1923,4224,2479.3,2025-07-06
1052,543,2646,666.36,2025-04-13
1053,946,1463,3192.64,2025-07-10
1054,1927,29,855.22,2025-03-28
1055,1034,1729,502.86,2025-10-09
1056,408,128,3237.59,2025-03-19
1057,1496,3119,1080.64,2025-06-02
1058,1554,1197,3098.58,2024-12-22
1059,338,1333,3363.77,2024-11-20
1060,25,348,3154.08,2025-11-12
1061,757,27,4301.2,2025-07-17
1062,285,1041,2812.21,2025-08-22
1063,952,2635,2479.46,2025-05-02
1064,1058,2448,2458.74,2025-09-06
1065,1654,1287,3297.3,2025-02-03
1066,1402,1628,3559.23,2025-11-15
1067,1242,2997,717.85,2025-03-19
1068,63,1642,2634.58,2025-01-21
1069,668,1615,780.4,2024-11-19
1070,201,1522,2352.66,2024-12-12
1071,537,696,1349.88,2025-03-31
1072,1696,3548,2338.45,2024-12-08
1073,1361,4339,3449.7,2024-12-14
1074,1504,1134,948.15,2025-07-17
1075,32,503,69.21,2025-02-11
1076,1676,4266,4205.26,2025-05-02
1077,1916,1419,2283.15,2025-09-07
1078,1728,952,4710.59,2025-10-27
1079,1904,989,4612.5,2025-01-02
1080,679,2264,1070.29,2025-02-20
1081,1559,1270,2640.65,2025-04-09
1082,4,2478,724.07,2025-03-06
1083,765,386,363.48,2025-04-02
1084,100,3185,3749.99,2025-05-04
1085,899,566,1973.2,2024-12-22
1086,1563,4384,249.57,2025-01-30
1087,826,2035,2583.3,2025-10-02
1088,1335,2245,103.52,2025-03-20
1089,1035,4042,1586.46,2025-06-23
1090,920,2359,3944.91,2024-12-04
1091,159,4318,2584.36,2025-01-15
1092,1582,450,3097.15,2025-09-23
1093,1994,1668,3112.43,2025-11-04
1094,372,4201,4429.58,2024-12-18
1095,640,3483,2748.04,2025-01-24
1096,462,64,3065.45,2025-04-20
1097,1451,3831,921.34,2024-11-26
1098,245,3804,3330.62,2025-02-19
1099,1337,2418,1096.65,2024-11-30
1100,1551,885,1098.06,2025-01-27
1101,1199,3774,4611.72,2025-08-20
1102,1233,3041,2973.45,2024-11-16
1103,208,2115,2308.82,2025-05-12
1104,1686,2800,1566.17,2024-12-24
1105,1462,4488,2483.7,2025-02-10
1106,649,4058,3738.51,2024-12-11
1107,1568,1557,4711.53,2025-01-03
1108,1189,3712,4732.09,2025-09-22
1109,312,3168,3101.84,2025-07-28
1110,1085,1613,4687.83,2025-06-17
1111,953,2098,399.07,2025-06-26
1112,1786,4065,488.38,2025-07-06
1113,1994,1096,4440.68,2025-04-13
1114,1593,723,3047.95,2025-08-02
1115,1241,454,1988.84,2025-09-09
1116,829,1792,1535.79,2025-06-02
1117,1607,3461,4516.92,2025-08-01
1118,1866,3019,2681.16,2025-10-22
1119,1493,1929,1504.76,2025-02-07
1120,621,1151,4609.77,2025-11-09
1121,780,2429,1728.56,2025-05-11
1122,598,3957,2941.64,2024-12-04
1123,372,4334,2095.56,2025-05-27
1124,1734,1135,4951.76,2025-05-01
1125,1254,4333,3642.45,2025-09-14
1126,1623,3666,606.64,2025-06-03
1127,1855,1801,1614.84,2025-02-12
1128,1242,3042,4745.65,2025-01-03
1129,18,3275,3121.98,2025-03-04
1130,382,2433,1708.41,2025-05-31
1131,42,2610,2836.39,2025-05-08
1132,1514,319,2112.38,2025-07-14
1133,1327,3834,1689.39,2025-08-30
1134,356,309,945.59,2025-01-23
1135,306,692,4659.19,2025-07-30
1136,649,2373,2517.72,2025-09-07
1137,860,3851,3468.76,2025-09-16
1138,1876,2226,1000.02,2024-11-22
1139,1534,1915,1083.21,2024-11-21
1140,1145,3114,2313.22,2025-05-05
1141,509,985,1765.23,2025-10-10
1142,330,1601,4789.56,2024-11-16
1143,532,4250,946.18,2025-10-29
1144,1327,2963,1110.11,2025-07-24
1145,1340,861,1765.27,2024-11-20
1146,1313,4314,437.87,2024-11-23
1147,1275,1325,3452.99,2025-10-30
1148,1867,1681,1147.18,2025-06-25
1149,292,4015,379.25,2025-05-13
1150,1003,1858,2875.85,2025-01-19
1151,587,2570,4536.22,2025-03-27
1152,1011,3252,3081.08,2025-01-05
1153,90,1555,4117.37,2025-04-09
1154,1867,1728,2914.14,2025-03-17
1155,1039,388,1192.07,2025-03-20
1156,1616,1085,2641.96,2025-07-10
1157,287,4226,3144.33,2025-09-18
1158,870,2588,3548.15,2025-11-13
1159,1111,2684,3860.58,2025-03-23
1160,924,2142,1778.45,2025-10-27
1161,597,3136,4973.26,2025-10-24
1162,1986,944,1044.87,2025-08-23
1163,173,2515,1197.95,2025-03-06
1164,822,282,143.79,2025-10-22
1165,273,3131,3893.12,2025-10-26
1166,1829,427,759.94,2025-06-25
1167,1974,845,4444.11,2025-01-28
1168,342,3309,3174.83,2024-12-07
1169,1290,2450,116.1,2025-07-29
1170,1489,3660,508.32,2025-10-26
1171,1592,3195,3267.76,2025-11-15
1172,87,1849,4050.36,2025-03-18
1173,986,2700,2679.77,2025-06-15
1174,658,163,2091.89,2025-04-12
1175,1990,2756,2958.28,2025-03-08
1176,1663,2611,1113.36,2025-06-17
1177,978,1318,2491.76,2025-08-01
1178,921,4167,4539.74,2025-04-08
1179,1048,3710,514.95,2024-12-12
1180,511,203,3887.05,2025-01-18
1181,160,2324,489.27,2025-10-04
1182,452,3475,2610.27,2025-03-22
1183,1373,744,4214.7,2025-06-26
1184,1645,249,419.46,2025-10-10
1185,1060,3940,652.3,2025-03-22
1186,1477,2544,722.14,2025-11-05
1187,401,1046,4193.03,2025-09-25
1188,357,1824,4093.0,2025-08-26
1189,1376,3143,61.86,2025-06-22
1190,1405,4387,3737.22,2025-07-15
1191,1791,550,3698.04,2025-10-22
1192,917,3018,473.43,2025-04-07
1193,306,4021,3209.32,2025-07-16
1194,1747,1282,3832.49,2025-03-25
1195,1819,2562,303.92,2025-03-07
1196,1157,4120,4764.55,2025-06-04
1197,515,4086,3568.61,2025-06-17
1198,383,3063,2009.33,2025-11-03
1199,1377,989,364.35,2025-04-26
1200,667,1561,4107.79,2025-03-04
1201,724,2079,2795.43,2025-07-24
1202,762,391,2123.02,2025-07-31
1203,420,241,1398.58,2025-08-22
1204,1291,3148,4953.66,2025-01-24
1205,456,4209,1366.73,2025-06-09
1206,118,1719,4718.15,2025-01-26
1207,1739,2692,3639.9,2024-11-21
1208,195,4007,1271.27,2025-11-01
1209,387,2410,3916.95,2025-03-01
1210,1466,4261,544.96,2025-11-05
1211,895,1482,195.99,2025-01-30
1212,67,3152,3677.78,2025-06-01
1213,478,115,3184.04,2025-08-01
1214,1466,877,4410.5,2025-02-04
1215,158,3306,4468.81,2025-09-04
1216,1996,2717,1668.31,2025-08-10
1217,778,1504,3412.59,2025-04-13
1218,569,3648,2948.47,2024-12-18
1219,1622,2549,2324.34,2025-10-05
1220,1719,2457,530.66,2025-08-16
1221,917,3845,1543.76,2025-02-23
1222,1072,324,682.51,2025-08-02
1223,1451,1474,1486.57,2025-07-22
1224,589,698,1155.24,2025-01-08
1225,520,3066,3980.51,2024-11-22
1226,916,1552,4709.31,2025-06-01
1227,771,1193,2983.48,2025-04-25
1228,289,2941,4863.19,2025-10-26
1229,1919,2847,3005.68,2025-10-28
1230,1541,3267,4758.79,2025-07-06
1231,1812,160,3703.51,2025-01-28
1232,507,1448,4031.29,2025-01-30
1233,300,772,1821.65,2025-10-07
1234,1263,1828,1209.79,2025-02-15
1235,1839,33,235.69,2025-08-05
1236,804,1846,1412.94,2025-09-26
1237,1233,2184,4243.62,2025-05-17
1238,1296,4152,385.54,2025-09-20
1239,1963,59,581.01,2025-07-25
1240,1450,4246,3662.65,2025-07-12
1241,886,117,3223.79,2025-07-23
1242,1805,951,3905.89,2025-03-23
1243,18,838,1512.04,2025-02-21
1244,1135,274,1789.26,2025-09-23
1245,1547,212,3753.81,2025-06-06
1246,1273,4162,1487.17,2024-11-25
1247,737,3763,3067.16,2025-07-28
1248,1066,3711,902.29,2025-05-03
1249,1333,1586,4646.92,2025-07-03
1250,673,2486,734.05,2025-02-15
1251,798,1384,2392.47,2025-09-20
1252,1742,4214,3525.98,2025-02-06
1253,32,3381,1039.79,2025-06-26
1254,713,1444,1732.94,2025-05-15
1255,873,1923,4027.66,2025-07-29
1256,1320,276,2109.68,2025-05-27
1257,214,3741,4718.62,2025-06-01
1258,826,811,1898.21,2024-12-22
1259,1778,1123,680.49,2025-08-15
1260,1826,430,455.18,2025-02-20
1261,721,4336,3050.12,2024-11-16
1262,1785,3868,3279.68,2025-06-01
1263,924,1057,3571.14,2024-12-14
1264,978,2032,1829.54,2025-10-28
1265,8,1000,1798.95,2025-07-20
1266,1661,2154,2366.0,2024-11-28
1267,1104,2327,3409.82,2025-10-07
1268,496,2962,688.59,2024-12-04
1269,285,2940,3153.16,2024-11-17
1270,1857,3576,2050.97,2025-07-18
1271,1072,4405,460.08,2024-12-19
1272,123,2038,3035.52,2025-05-26
1273,591,3631,1433.87,2025-06-27
1274,747,4097,358.84,2025-09-29
1275,1571,2626,3045.45,2025-10-03
1276,1897,245,4931.27,2025-09-26
1277,705,3913,113.01,2025-07-07
1278,1834,4302,3654.99,2025-03-30
1279,897,663,476.65,2025-05-07
1280,1082,1045,1581.52,2025-05-11
1281,1968,1833,331.87,2025-05-18
1282,606,35,4698.26,2025-07-30
1283,1891,2456,1164.86,2025-05-20
1284,1118,863,3239.27,2025-10-31
1285,12,2614,4169.97,2025-06-05
1286,322,3238,3950.79,2025-08-21
1287,1760,438,3551.67,2025-07-21
1288,1487,2606,1660.85,2025-08-08
1289,1136,3309,2690.07,2025-02-03
1290,760,335,4929.58,2025-04-27
1291,1163,243,2620.77,2025-05-07
1292,1629,254,3820.43,2025-09-07
1293,1029,1127,2531.88,2025-03-25
1294,1028,3430,1003.9,2025-06-03
1295,1419,3801,1588.73,2025-10-11
1296,1884,2063,3947.85,2025-08-26
1297,1273,2701,702.17,2025-10-30
1298,1630,579,3595.32,2025-03-10
1299,1422,3906,1396.26,2025-10-06
1300,1777,2713,2199.36,2025-03-27
1301,1150,4007,4022.24,2025-04-03
1302,1691,288,4157.7,2025-02-20
1303,1812,1345,4587.42,2024-11-25
1304,969,37,4295.81,2025-10-21
1305,922,138,4620.98,2024-11-24
1306,1992,4068,1402.58,2025-03-30
1307,1421,1583,1168.46,2025-08-02
1308,940,767,1855.54,2025-10-15
1309,1419,1044,2364.93,2025-01-10
1310,1208,426,1160.95,2025-07-03
1311,1431,532,4609.13,2025-08-10
1312,1409,1365,1802.11,2025-10-31
1313,445,3380,2526.83,2025-02-05
1314,1605,1846,3116.27,2025-09-27
1315,1713,2197,2411.16,2025-07-02
1316,33,3886,337.6,2025-03-11
1317,968,3841,3800.74,2025-03-25
1318,1765,3547,4947.12,2025-06-10
1319,384,832,1704.34,2025-03-03
1320,1513,2839,1979.15,2025-04-03
1321,802,3763,2856.24,2025-04-06
1322,1317,3846,2749.23,2025-06-22
1323,1546,1675,1156.08,2025-06-30
1324,680,3746,3413.32,2025-08-17
1325,1603,2128,206.86,2025-04-02
1326,268,615,3007.94,2025-09-02
1327,1947,3642,3940.17,2025-10-29
1328,578,4164,2758.74,2024-11-27
1329,1657,1206,130.64,2025-09-22
1330,44,4275,2095.12,2025-10-21
1331,540,3086,4450.61,2025-08-21
1332,1903,214,4809.52,2025-09-04
1333,658,1800,1217.88,2025-09-12
1334,1100,2413,4306.74,2025-10-15
1335,1895,3639,3410.48,2025-04-15
1336,1219,4459,4306.78,2025-08-11
1337,1570,3865,4511.69,2024-12-23
1338,1611,1571,4356.04,2025-03-08
1339,1666,2590,3686.15,2025-05-25
1340,847,227,837.46,2025-10-16
1341,550,1466,1744.86,2025-05-23
1342,59,1747,3360.15,2024-11-19
1343,40,817,919.15,2025-07-02
1344,774,970,3315.74,2025-02-08
1345,1182,3143,4585.94,2025-05-21
1346,556,2247,410.91,2024-12-30
1347,1688,4450,3824.73,2025-10-05
1348,1669,1607,671.32,2025-01-11
1349,1473,435,1332.21,2025-08-30
1350,1872,1145,1980.16,2025-02-10
1351,741,2678,1899.24,2025-03-19
1352,1036,3347,3572.82,2025-09-23
1353,1328,1638,3730.44,2025-01-01
1354,1119,4229,4739.56,2025-05-08
1355,965,3063,236.86,2024-12-02
1356,1919,3990,2437.23,2025-11-04
1357,86,1146,2339.92,2025-10-27
1358,213,3510,4346.07,2025-02-28
1359,1412,2273,4822.12,2025-03-01
1360,69,4273,1017.22,2025-03-13
1361,892,4481,395.44,2025-05-17
1362,327,3362,2853.44,2025-10-02
1363,66,17,2396.64,2025-01-26
1364,1908,1027,3935.45,2025-10-14
1365,1012,3592,2109.09,2025-08-03
1366,1116,644,3918.18,2025-08-23
1367,1327,2136,4496.84,2025-10-05
1368,58,1737,4642.21,2025-08-30
1369,764,3493,3425.87,2025-10-01
1370,48,213,2068.89,2025-08-17
1371,57,3982,1643.1,2024-12-23
1372,303,3760,3966.96,2025-01-08
1373,819,2534,211.5,2025-09-10
1374,803,1698,1115.64,2025-06-21
1375,1388,4011,4149.15,2024-12-30
1376,1233,2673,4175.36,2025-05-05
1377,922,103,411.42,2025-01-05
1378,532,3976,1258.37,2025-02-20
1379,745,3859,2653.07,2025-01-22
1380,512,1977,157.91,2025-02-02
1381,1962,3328,4692.67,2024-12-25
1382,821,2088,1031.3,2025-05-26
1383,751,3970,4241.69,2025-05-08
1384,723,2898,3885.97,2025-05-27
1385,589,718,816.54,2025-09-23
1386,271,4028,3670.48,2025-09-06
1387,1360,2520,2202.25,2025-09-16
1388,1502,2998,3324.42,2025-07-09
1389,92,1692,4680.29,2025-04-13
1390,768,391,3348.58,2025-10-02
1391,1988,1366,4171.7,2025-04-14
1392,17,2367,3900.95,2025-02-24
1393,800,125,1314.65,2025-05-06
1394,197,1420,3337.71,2025-02-27
1395,733,1856,2536.98,2025-06-03
1396,1794,3541,4247.63,2025-03-07
1397,409,2879,2407.47,2025-01-20
1398,885,2147,2135.24,2025-01-21
1399,613,577,717.3,2025-02-16
1400,390,3769,4914.87,2025-07-30
1401,346,2329,2248.65,2025-10-04
1402,1712,619,2687.07,2025-07-13
1403,1399,326,3079.76,2025-02-08
1404,1049,4311,913.83,2025-09-15
1405,637,3059,2801.38,2025-02-17
1406,1999,2514,4637.07,2025-06-13
1407,1532,1940,1439.73,2025-07-12
1408,884,916,4085.2,2025-09-27
1409,23,4014,4795.9,2025-08-31
1410,1536,1402,3090.51,2025-08-28
1411,901,4408,1687.54,2025-03-03
1412,633,278,2293.03,2025-03-11
1413,1933,2926,2105.32,2025-04-14
1414,1014,2137,1357.97,2025-01-01
1415,631,3276,1421.24,2025-04-20
1416,1086,3292,3960.64,2025-05-27
1417,438,1424,4350.3,2025-06-27
1418,1586,2100,4938.2,2025-10-03
1419,1344,4119,3146.97,2025-08-14
1420,904,4085,3638.25,2025-02-26
1421,228,547,4815.98,2025-06-10
1422,789,3330,2872.8,2025-06-14
1423,1999,3096,2977.22,2025-05-16
1424,607,3059,631.31,2025-07-27
1425,1238,506,1870.32,2025-07-09
1426,1101,2785,1230.37,2025-07-23
1427,410,164,1104.02,2025-11-09
1428,645,2360,1039.39,2025-06-19
1429,1917,1259,2339.14,2025-03-31
1430,1186,2999,4410.76,2025-09-18
1431,1869,481,383.87,2025-07-21
1432,1197,817,1491.07,2025-06-16
1433,1959,3746,3407.37,2025-07-19
1434,1660,2188,2365.45,2025-07-31
1435,321,1413,4525.08,2025-10-17
1436,235,4315,411.72,2025-07-12
1437,721,1315,3822.89,2025-01-27
